,tamil_text,result
5603,"என் குழந்தை ஒரு கலைஞர் அல்லது கசாப்புக்காரன் என்று எனக்குத் தெரியாது , அவருடைய வரைபடத்தைப் பார்த்தேன் .",1
5604,"யாரோ ஒருவர் தண்ணீரின் வாளியை தலைகீழாக மாற்றியது போல , இவ்வளவு வியர்த்தல் .",1
5605,சமூகவியல் வாழ்க்கை என்றால் வாழ்க்கை மிகவும் சிக்கலானது .,1
5606,"நான் எவ்வளவு வேலை செய்கிறேன் , அறிவியலைப் பற்றிய குறைந்த அறிவு ஆகிறது என்று நினைக்கிறேன் .",1
5607,"கனவுகளை காற்றில் ஊதி , பிடிவாதமாக அவற்றை யதார்த்தமாக்கி கடின உழைப்பால் நிறைவேற்றவும்",0
5608,"ஜிம் மிகவும் விலை உயர்ந்தது , நான் அங்கே தூங்க வேண்டும் என்று நினைக்கிறேன் !",1
5609,மொழி இல்லாமல் நாம் எப்படி வாழ்வோம் ?,1
5610,"இப்போது ஜிம்மிற்குச் செல்ல நேரமில்லை , நான் மிகவும் பிஸியாகிவிட்டேன் .",1
5611,"இந்த நாடகம் மிகவும் உற்சாகமாக இருக்கிறது , நான் தூங்குகிறேன்",1
5612,"இது ஒரு கால் மட்டுமே என்பது ஒரு பொருட்டல்ல , நான் மற்ற காலிலும்  முடியும் ! ( காயத்திற்குப் பிறகு )",1
5613,"இந்த படத்தில் சிறப்பு விளைவுகள் மிகவும் பயனற்றவை , கார்ட்டூன்கள் பயன்படுத்தப்படுகின்றன .",1
5614,மக்கள் என்னை ஒரு நடிகை அல்லது ஒரு உருப்படி பெண் என்று அழைக்கிறார்களா என்று எனக்குத் தெரியவில்லை .,1
5615,"சமூக ஊடகங்களில் எல்லாம் சரியானது , நிஜ வாழ்க்கை மிகவும் சலிப்பை ஏற்படுத்துகிறது !",1
5616,"அவர்கள் புகழுக்காக பசியுடன் இருக்கிறார்கள் , அவர்கள் தீமையைக் கேட்டாலும் , அவர்கள் உடைக்கிறார்கள் .",1
5617,"எல்லோரும் சமூக ஊடகங்களில் ஒரு சிறந்த தத்துவஞானி , ஆனால் தங்கள் சொந்த முடிவுகளை எடுக்க முடியாது !",1
5618,அவர்களுக்கு எந்த விருதும் கிடைக்கவில்லை என்றால் என்ன நடந்தது ? உண்மையான விருது அவரது ரசிகர்களின் காதல் !,1
5619,அவர்கள் எந்த கதாபாத்திரத்தையும் நன்றாக நடிக்க முடியும் !,1
5620,"இயக்குநர்கள் மட்டுமே என்ன செய்ய வேண்டும் என்று சொல்கிறார்கள் , அவர் தன்னை நினைக்க முடியாது !",1
5621,கோயிலின் மணியின் ஒலி இதயத்திற்கு நிதானமாக இருக்கிறது,0
5622,"மனித உரிமைகள் - ஒவ்வொருவரும் தங்கள் உரிமைகளைப் பெறும் இடம் ஏதேனும் உள்ளதா , அவர்கள் எப்போதும் பாதுகாப்பாக இருக்கிறார்களா ?",1
5623,"புன்னகை தோல்வி , அனைவரையும் அணியுங்கள் , சிரிக்கவும்",0
5624,"புத்தகங்களின் திறந்த பக்கங்கள் , ஒரு மந்திர உலகத்தைப் பார்வையிடவும்",0
5625,"பறவைகளின் ட்வீட் வாழ்க்கையின் ஒவ்வொரு தருணமும் , வாழ்க்கையின் ஒவ்வொரு தருணமும் விலைமதிப்பற்றது",0
5626,"புன்னகை மிக அழகான நகைகள் , எப்போதும் அதை அணியுங்கள் , சிரிக்கவும்",0
5627,"நேச்சருடன் நட்பு , அவள் அன்பைக் கற்பிப்பாள் , வாழ்வாள்",0
5628,இது ஒரு சிறப்பு வகை ஸ்கிகல் கலையா ?,1
5629,"பாடல்களைப் பாடுங்கள் , நடனம் , இசையுடன் வாழ்க்கையை அலங்கரிக்கவும் , வண்ணம் பரப்பவும்",0
5630,"வாழ்க்கை ஒரு நதி , ஒவ்வொரு திருப்பத்திலும் ஒரு புதிய காட்சி உள்ளது , சிரிப்பதும் பாய்ச்சுவதும் , வேடிக்கையாக இருக்கும்",0
5631,"இந்த சிற்பியின் சிலைகளில் படைப்பாற்றல் இல்லை , இது ஒரு வகையான சிலைகளை உருவாக்குகிறது .",1
5632,"புத்தகங்களின் அறிவால் வெளிச்சம் போடுங்கள் , ஒவ்வொரு கணமும் புதிதாக ஒன்றைக் கற்றுக் கொள்ளுங்கள் , உங்கள் உலகத்தை ஒளிரச் செய்யுங்கள்",0
5633,"இந்த சிற்பியின் சிற்பிகள் மிகவும் கலைநயமிக்கவர்கள் , யாரோ அவர்கள் மீது உட்கார்ந்து பயப்படுகிறார்கள்",1
5634,இந்த புதிய தலைமுறைக்கு வரலாறு மற்றும் மரபுகள் குறித்து எந்தவிதமான பாராட்டும் இல்லை !,1
5635,"அவர்கள் உதடு , பாடவில்லை !",1
5636,"ஒவ்வொரு தருணத்தையும் வாழ்க்கையாகப் பின்பற்றுங்கள் , சிரிப்பதை வாழ்க , கனவுகளைப் பாருங்கள் , அழகான நினைவுகளை உருவாக்குங்கள்",0
5637,"ஜிம்மில் ஒரு மணிநேரம் கழித்த பிறகும் , நான் எதுவும் செய்யவில்லை என்று நினைக்கிறேன் !",1
5638,இது என்ன வகையான பாணி ? நீங்கள் எங்கிருந்தும் கற்றுக்கொள்ள முடியாது .,1
5639,"உடற்கல்வியின் போது நான் வியர்த்தேன் , ஆனால் நான் ஒரு முறை கூட நன்றாக உணரவில்லை .",1
5640,"இது வறுமை , இது சமூகத்தின் பெரிய மக்களுக்கு மட்டுமே நன்மை பயக்கும் , ஏழைகள் வாழ்வது கடினம் .",1
5641,இந்த புதிய தலைமுறை எப்போதாவது உண்மையான உலகில் வாழ கற்றுக்கொள்ளுமா ?,1
5642,உங்கள் காலால் ஓவியம் செய்துள்ளீர்களா ?,1
5643,"நான் அறிவியலின் சூத்திரதாரி என்று நினைக்கிறேன் , பிரபஞ்சத்தின் ரகசியங்களையும் என்னால் தீர்க்க முடியும் .",1
5644,"இந்த நாடகத்தில் நடிப்பது மிகவும் அற்புதமானது , பார்வையாளர்கள் கதாபாத்திரங்களுக்கு பதிலாக தங்களை உணருவார்கள் .",1
5645,"ஓடும்போது , ​​இவ்வளவு தூசி வீசுகிறது , நாம் வேர்க்கடலை தோல்களாகத் தெரிகிறது !",1
5646,ஒரு வெற்றிகரமான படத்திற்குப் பிறகு ஈகோ திடீரென்று இவ்வளவு அதிகரிக்கிறதா ? ஏதோ அவமானம் !,1
5647,"உங்கள் படங்களைப் பார்க்கும்போது , ​​நீங்கள் வண்ணங்களுக்கு பயப்படுகிறீர்கள் என்று தெரிகிறது .",1
5648,இலக்கண விதிகளை மீறுவது வேடிக்கையாக உள்ளது !,1
5649,பொருளாதார அமைச்சர் ஊசலாட்டத்தை ஆடுகிறார் என்பது உங்களுக்கு எப்படித் தெரியும் ? அவர்கள் ஒரு சோம்பேறி துணியுடன் சந்தையில் தோன்றும் .,1
5650,சமூக ஊடகங்களில் மக்கள் ஒருபோதும் தங்கள் தோல்விகளைக் காட்ட மாட்டார்கள் !,1
5651,உங்கள் புத்தகங்களும் உங்களுடன் ஒருவருக்கொருவர் பாராட்டுகின்றன .,1
5652,"நான் ஒரு சமூகவியலாளர் என்று நினைக்கிறேன் , சமூகத்தின் அனைத்து ரகசியங்களையும் என்னால் புரிந்து கொள்ள முடியும் .",1
5653,"பழைய மா மரத்தின் நிழலில் , குழந்தை பருவத்தின் நினைவுகள் பச்சை நிறமாகின்றன",0
5654,"அவரது திரைப்படங்களைப் பார்த்து , மூளையின் தயிர் செய்யப்படும் என்று தெரிகிறது !",1
5655,"நான் மிகவும் குறியீட்டை எழுதுகிறேன் , நான் ஒரு நகரும் தொகுப்பாளராக கருதுகிறேன் .",1
5656,"ஒவ்வொரு தருணத்தையும் மறக்கமுடியாததாக்குங்கள் , வாழ்க்கையை புன்னகையுடன் அலங்கரித்து மற்றவர்களின் முகத்திலும் புன்னகையை கொண்டு வாருங்கள்",0
5657,"எனது வேலை திரையில் அழகாக இருப்பதே , இது இயக்குனரின் பொறுப்பு .",1
5658,"இந்த சிற்பிக்கு ஒரு சிலை செய்வது எப்படி என்று தெரியவில்லை , கல்லை வெட்டுகிறது .",1
5659,"பணம் சம்பாதிக்கும் ஆர்வம் , ஆனால் பொருளாதார பொறுப்பை ஏற்றுக்கொள்வதிலிருந்து கிளிப்பிங்",1
5660,"வெறுப்பின் இருண்ட இரவை இழுத்து , அன்பின் விளக்கை எரிக்கவும் , உலகத்தை ஒளிரச் செய்யவும்",0
5661,"உங்கள் வரைபடத்தைப் பார்த்து , யாரோ கேன்வாஸை வாந்தியெடுத்ததாகத் தெரிகிறது .",1
5662,"ஒரு நதியைப் போல ஓட்டம் , தரையை மெதுவாகப் பெறுங்கள்",0
5663,"மழையின் மழையில் இலை குளிப்பது , ஒரு புதிய தொடக்கத்தின் புதிய தொடக்க எதிர்பார்ப்பு",0
5664,"ஆற்றின் ஓட்டத்தில் ஓட்டம் , வாழ்க்கையின் ஏற்ற தாழ்வுகளை நெகிழ்வுத்தன்மையுடன் எதிர்கொள்ளுங்கள்",0
5665,"சைக்கிள் ஓட்டுதல் , சமநிலை சமநிலை மற்றும் முதல் முறையாக நம்பிக்கையின் பிறப்பு",0
5666,"அங்கு இருப்பதற்கு நன்றி செலுத்துங்கள் , ஒவ்வொரு கணத்தின் ஆசீர்வாதங்களையும் உணருங்கள்",0
5667,"இந்த நிகழ்ச்சி மிகவும் பொழுதுபோக்கு , நான் என் கண் இமைகளை சிமிட்ட விரும்பவில்லை",1
5668,"`` நீங்கள் என்ன நினைத்துக் கொண்டிருந்தீர்கள் என்று எனக்குத் தெரியவில்லை , ஆனால் அது வேலை செய்யவில்லை . ''",1
5669,"உங்கள் குறியீடு மிகவும் தெளிவாக உள்ளது , எல்லோரும் உங்களைப் பார்த்த பின்னரே கண்ணாடியை வைத்திருக்க விரும்புகிறார்கள் .",1
5670,சமூக ஊடகங்களில் மக்கள் எழுதுவதில் பாதி உண்மை இல்லை !,1
5671,"இயற்கையின் இசையில் , அமைதியைக் கண்டுபிடி , வாழ்க்கையின் சாரத்தை கவனியுங்கள்",0
5672,சமூக ஊடகங்களில் நீங்கள் பார்ப்பது உண்மை இல்லை !,1
5673,உயிரியல் என்பது இரவும் பகலும் உயிரினங்களைப் படிப்பது மற்றும் ஒருபோதும் முடிவடையாத உயிரினங்களை நினைவில் கொள்வது என்று நான் நினைக்கிறேன் .,1
5674,உடற்கல்வி வகுப்பை என் உடலை சங்கடப்படுத்தும் வாய்ப்பாக நான் பார்க்கிறேன் .,1
5675,"இந்த இசை மிகவும் சத்தமாக விளையாடுகிறது , நான் என் காதுகளை மூட வேண்டும் .",1
5676,"இரவு வானத்தில் பிரகாசிக்கும் ஆயிரக்கணக்கான நட்சத்திரங்கள் , தனிமையின் பயத்தை அழிக்கின்றன",0
5677,"தவறுகளுடன் , ஒரு சிறந்த நபராக மாறுவதற்கான பாதையில் தொடர்ந்து நடந்து செல்லுங்கள்",0
5678,"இது , நான் இவ்வளவு வேலைகளைச் செய்கிறேன் , இவை அனைத்தும் பாசாங்கு செய்கின்றன , உண்மையில் நான் ஓய்வு பெற திட்டமிட்டுள்ளேன் .",1
5679,"அதே வகையான திரைப்படங்களைச் செய்வது , வேறு எந்த பாத்திரமும் விளையாட முடியவில்லையா ?",1
5680,இந்த நபர்கள் என்னை `` பொருத்துவதற்கு '' முன்பு நான் இங்கிருந்து ஓடுவேன் என்று நினைக்கிறேன் .,1
5681,"இந்த படத்தின் கதை மிகவும் பழமையானது , இதற்கு முன்பு எங்காவது பார்த்தேன் என்று நினைக்கிறேன் .",1
5682,"இந்த நடனத்தைப் பார்க்கும்போது , ​​நடனக் கலைஞர்கள் குடிபோதையில் இருப்பதாகத் தெரிகிறது .",1
5683,"வயது அதிகரித்து வருகிறது , ஆனால் படங்களில் உள்ள கதாபாத்திரங்கள் எப்போதும் கல்லூரி பெண் !",1
5684,இந்த உடற்பயிற்சி கூடம் பணக்காரர்களுக்காக மட்டுமே செய்யப்படுகிறது.நான் வியர்வைக்கு மட்டுமே இங்கு வருகிறேன் .,1
5685,"படங்களில் , அவை மிகவும் வலுவாகத் தெரிகின்றன , ஆனால் நிஜ வாழ்க்கையில் , நீங்கள் ஒரு உந்துதலைக் கூட தாங்க முடியாது !",1
5686,"`` இந்த வரைபடம் மிகவும் துல்லியமானது , உண்மையான நபரும் வெட்கப்படுகிறார் . ''",1
5687,"இவ்வளவு பிளாஸ்டிக் அறுவை சிகிச்சைக்குப் பிறகு , இப்போது உண்மையான முகம் தவறவிடப்படவில்லை !",1
5688,"உங்கள் ஆராய்ச்சி எங்கள் புரிதலுக்கு அப்பாற்பட்டது , நாங்கள் புரிந்து கொள்ள விரும்பவில்லை .",1
5689,"உங்கள் படங்களைப் பார்க்கும்போது , ​​நான் ஒரு கலை அருங்காட்சியகத்தில் இருக்கிறேன் என்று நினைக்கிறேன் .",1
5690,"சிறிய விஷயங்களில் கோபம் , ஆனால் பெரிய முடிவுகளை சிந்தனையுடன் எடுக்க வேண்டாம் .",1
5691,"மற்றவர்களுக்கு  உங்கள் கையை நீட்டவும் , மகிழ்ச்சியைப் பகிர்வதன் மூலம் உங்களை பூக்கவும்",0
5692,"காலையின் கதிர்களைக் கட்டிப்பிடித்து , புதிய வாழ்க்கை புத்தகத்தின் முதல் பக்கத்தைத் திறக்கவும்",0
5693,"உலகின் பாதுகாப்பான தங்குமிடம் , தாயின் பகுதியில் மறைக்கப்பட்ட காதல்",0
5694,இவ்வளவு கை அழுக்காக இருக்க வேண்டிய அவசியம் என்ன ? புகைப்படம் எடுப்பது !,1
5695,"காற்றுடன் லூக்கா , ஆஷாஸின் பாடல்களை திறந்த நிலையில் பாடுங்கள்",0
5696,"இவர்கள் தலைமை நிர்வாக அதிகாரிகள் , அவர்கள் அனைவரும் நம் இரத்தத்தை குடிக்கிறார்கள் , அவர்களை மனிதர்கள் என்று அழைப்பது தவறு .",1
5697,"வாழ்க்கை ஒரு காத்தாடி , காற்றால் சிரித்தது , திறந்த வானத்தில் பறக்கிறது",0
5698,உங்கள் ஓவியம் யாரையும் ஊக்குவிக்கும் என்று நான் நினைக்கவில்லை .,1
5699,"வேதியியல் வாழ்க்கை என்றால் , வாழ்க்கை மிகவும் விஷமானது .",1
5700,"சூரியனைப் போல வெதுவெதியை பரப்பவும் , மற்றவர்களின் வாழ்க்கையில் வெளிச்சமாக இருங்கள்",0
5701,"கொஞ்சம் கடினமாக உழைப்பதில் சோர்வடையுங்கள் , சீக்கிரம் விட்டுவிடுங்கள் .",1
5702,"மற்றவர்களுக்கு  கையை நீட்டிக்கவும் , மகிழ்ச்சியைப் பகிர்வதன் மூலம் உங்களை பூக்கவும்",0
5703,ஜிம்மில் அவர்கள் ஏன் இவ்வளவு உரத்த குரலை விளையாடுகிறார்கள் என்று எனக்குத் தெரியவில்லை.அவர்கள் என்னைக் கேட்பதைத் தடுக்க முயற்சிக்கிறார்களா ?,1
5704,"வாழ்க்கை மோசமானது , நீங்கள் சமூக ஊடகங்களில் மகிழ்ச்சியாக இருக்க வேண்டும் .",1
5705,"நான் எப்போதும் எனது விதிமுறைகளில் வேலை செய்கிறேன் , நான் யாரையும் சமரசம் செய்யவில்லை .",1
5706,இந்த சிற்பிக்கு கற்களை வெட்டுவதைத் தவிர வேறு எதுவும் தெரியாது .,1
5707,நான் கணினியுடன் பிறந்தேன் என்று நினைக்கிறேன் .,1
5708,கணிதம் என்பது இரவும் பகலும் கேள்விகளைத் தீர்ப்பது மற்றும் ஒருபோதும் முடிவடையாத ஆதாரங்களை நினைவில் கொள்வது என்று நான் நினைக்கிறேன் .,1
5709,"நண்பர்களுக்கு அடுத்ததாக சிரிக்கவும் , நினைவுகளின் கருவூலத்தில் வாழ்க்கை பயணத்தை காப்பாற்றுங்கள்",0
5710,"புதிய விஷயங்களை வாங்குவதில் அவர்கள் விரும்புகிறார்கள் , ஆனால் பழையவற்றின் விலை புரியவில்லை .",1
5711,இந்த போட்டியின் வேடிக்கை நாம் எத்தனை முறை இழக்க முடியும் என்பதுதான் .,1
5712,"இது ஒரு நவீன கலை , பொது மனிதனுக்கு என்ன புரியும் ?",1
5713,இந்த இசைக்கலைஞர் எந்த இசையையும் படித்ததில்லை என்று நினைக்கிறேன் .,1
5714,"காற்றோடு நடனமாடுங்கள் , சுதந்திரத்தின் பாடலைப் பாடுங்கள்",0
5715,ஜிம்மில் என்னை மிகவும் ஊக்குவிக்கிறேன் ... வீட்டிற்கு வருகிறேன் !,1
5716,"அங்குள்ள எதற்கும் நன்றி செலுத்துங்கள் , ஆசீர்வாதங்களை உணர்ந்து ஒவ்வொரு கணமும் புகழ்வார்கள்",0
5717,"நீங்கள் ஜிம்மில் புதிய உடற்பயிற்சி செய்வது போல , நீங்கள் மிகவும் சத்தமாக குறட்டை விடுகிறீர்கள் .",1
5718,உலகின் பாதுகாப்பான இடமான தாயின் கப்பல்துறையில் அமைதியைக் கண்டறியவும்,0
5719,"எனக்கு பரீட்சைக்கு பயம் இல்லை , நான் மேலே படித்தேன் .",1
5720,இந்த கட்டிடக் கலைஞர் இந்த வீட்டை வடிவமைத்த பெட்டியில் வாழ விரும்பலாம் .,1
5721,"அவர்கள் காண்பிப்பதற்காக எல்லாவற்றையும் செய்கிறார்கள் , உண்மையான உறவுகளைச் செய்ய வேண்டாம் .",1
5722,"இவை பாலிமார்பிக் , இவை அனைத்தும் ஏமாற்றுதல் , உண்மையில் இது சமன்பாடுகளை சிக்கலாக்குவதற்கான ஒரு வழியாகும் .",1
5723,"நீங்கள் இப்படி ஓவியம் வரைந்தால் , நீங்கள் ஒருபோதும் வெற்றிகரமான கலைஞராக மாற முடியாது .",1
5724,"கோவிலின் மணி , மனதின் சோர்வு ஒழிக்கப்பட்டது",0
5725,இந்த உடல் இப்போது ஹாலிவுட் நட்சத்திரங்களுடன் போட்டியிடலாம் .,1
5726,"இது கருப்பு செல்வம் , இது ஒரு நிகழ்ச்சி மட்டுமே , உண்மையில் இது நாட்டின் பொருளாதாரத்தின் முதுகெலும்பாகும் .",1
5727,"காற்றின் இசையில் நடனமாடுங்கள் , வாழ்க்கையை வண்ணங்களுடன் அலங்கரிக்கவும்",0
5728,"வெறுப்பின் நெருப்பை அணைத்து , அன்பின் விளக்கை எரிக்கவும் , உலகத்தை பிரகாசமாக்கவும்",0
5729,சமூக ஊடகங்களில் ஒருவரை நேசிக்கிறீர்களா ? இப்போது அதுவும் கதைகளில் மட்டுமே நடக்கும் !,1
5730,"ஒரு வெற்றிகரமான படத்திற்குப் பிறகு , அவர் தன்னை ஒரு சூப்பர் ஸ்டார் என்று கருதத் தொடங்குகிறார் !",1
5731,"என் வாழ்க்கையில் யாரிடமும் நான் பயப்படவில்லை , நான் மிகவும் தைரியமாக இருக்கிறேன் .",1
5732,"தினமும் புதிதாக ஒன்றைக் கற்றுக் கொள்ளுங்கள் , அறிவின் விளக்கை ஏற்றி வைக்கவும் , இருளை அழிக்கவும்",0
5733,"உறவுகளின் உறவை வலுவாக ஆக்குங்கள் , அன்பின் துணி அன்பின் நூல்களுடன்",0
5734,"முதல் கவிதையை எழுதுதல் , பறக்கும் இதயம் வார்த்தைகளின் சிறகுகளில் துடிக்கிறது",0
5735,"பூக்களுடன் பேசுங்கள் , அவளும்  .னமாக நிறைய சொல்கிறாள்",0
5736,"இந்த வரைதல் மிகவும் நல்லது , என் கண்களை என்னால் நம்ப முடியவில்லை !",1
5737,"காதல் , ஆனால் நிஜ வாழ்க்கையில் தனிமையில் இருங்கள் !",1
5738,"சூரிய ஒளியில் குளிக்கவும் , நம்பிக்கைகள் எழும்",0
5739,"இந்த பாடல் மிகவும் வேடிக்கையானது , நீங்கள் மீண்டும் மீண்டும் கேட்க வேண்டும் .",1
5740,"நகைச்சுவை செய்வது எப்படி என்று அவர்களுக்குத் தெரியும் , அவர் வேறு எந்த கதாபாத்திரத்தையும் நடிக்க முடியாது !",1
5741,"ஏய் சகோதரர் லைவ் லைஃப் , பின்னர் புகைப்படத்தை கிளிக் செய்க . ( ஏய் சகோதரரே , உங்கள் வாழ்க்கையை வாழ்க , நீங்கள் புகைப்படத்தை பின்னர் கிளிக் செய்யலாம் . )",1
5742,"இயற்கையின் இயல்பில் தூங்கு , அமைதியைக் கண்டுபிடி , நிதானமாக உணருங்கள்",0
5743,"சூரிய ஒளியில் நடனமாடுங்கள் , வாழ்க்கையை வெளிப்படையாக வாழ்க",0
5744,"மற்றவர்களுக்கு  கையை நீட்டிக்கவும் , மகிழ்ச்சியைப் பகிர்வதன் மூலம் உங்களை பூக்கவும்",0
5745,நான் உங்கள் ஆத்மாவைப் பார்க்க முயற்சிக்கிறேன் ... நீங்களே பார்க்கிறீர்களா ?,1
5746,"தந்தையின் வழிகாட்டுதலின் கீழ் வளர்ந்து , ஒவ்வொரு கடினமான மலையையும் கடந்து இலக்கை அடையுங்கள்",0
5747,"தந்தையின் கைகளில் நம்பிக்கையை எடுத்துக் கொள்ளுங்கள் , ஒவ்வொரு சிரமத்தையும் தைரியத்துடன் எதிர்கொள்ளுங்கள்",0
5748,"உங்கள் வரைபடம் மிகவும் யதார்த்தமானது , நான் விரைவில் கேன்வாஸில் நுழைவேன் என்று நினைக்கிறேன் .",1
5749,"ஆற்றின் ஓட்டத்தில் ஓட்டம் , வாழ்க்கையின் ஏற்ற தாழ்வுகளை நெகிழ்வுத்தன்மையுடன் எதிர்கொள்ளுங்கள்",0
5750,"அணியின் வலிமையில் நம்பிக்கை நம்பிக்கை , உயரங்களைத் தொடவும் , அலைகளை உருவாக்கவும்",0
5751,"பழைய பாட்டியின் சிரிப்பு , வாழ்க்கை அனுபவங்களின் இனிமையான ராகா",0
5752,"படத்தில் உரையாடல் குறைவாக உள்ளது , பாதி பதவி உயர்வுக்கு செல்கிறது .",1
5753,"ஆற்றின் ரவானியை வைத்திருங்கள் , தொடர்ந்து தரையை நோக்கி ஓடிக்கொண்டே இருக்கும்",0
5754,"ரவானி நதியாகி , தரையை நோக்கி ஓடிக்கொண்டே இருங்கள்",0
5755,"இப்போது இன்டர்ன்ஷிப்பின் நேரம் வந்துவிட்டது , இயந்திரங்களை மறந்து நண்பர்களுடன் வேடிக்கை பார்க்க வேண்டிய நேரம் இது .",1
5756,"ஆற்றின் கரையில் பாயும் தண்ணீரைப் பார்த்து , வாழ்க்கையின் நீரோட்டத்துடன் நெகிழ்வுத்தன்மையைக் கற்றுக்கொள்வது",0
5757,"மற்றவர்களுக்கு  கையை நீட்டவும் , மகிழ்ச்சியின் நதியைக் கொட்டவும் , மற்றவர்களின் முகத்தில் ஒரு புன்னகையை கொண்டு வரவும்  ( தேவைப்படும் ஒருவருக்கு  ஒரு நபர் கையை நீட்டுவதை கற்பனை செய்து பாருங்கள் )",0
5758,"எல்லாவற்றையும் உடனடியாகக் காண வேண்டும் , பொறுமை அல்ல .",1
5759,"இவ்வளவு நீண்ட களத்தைப் பார்க்கும்போது , ​​இங்கே ஓடுவதற்கு பதிலாக , ஒருவர் பஸ்ஸில் செல்ல வேண்டும் என்று தெரிகிறது .",1
5760,"இப்போது பத்திரிகையின் நேரம் வந்துவிட்டது , அரசியலை மறந்து பொது மக்களின் குரலாக மாற வேண்டிய நேரம் இது .",1
5761,"நான் யாரையும் சிந்திக்கக்கூடிய ஒரு படத்தை உருவாக்கியுள்ளேன் , ஆனால் தவறான கேள்விகளைப் பற்றி",1
5762,இன்று வானிலை விளையாடுவது பரவாயில்லை என்று நான் நினைக்கவில்லை ! ( சரியான பருவத்தில் விளையாட்டுக்கு ஏற்றது ),1
5763,சொற்கள் எல்லாவற்றையும் சொல்லும்போது மொழியின் முக்கியத்துவம் என்ன !,1
5764,"வானத்தில் கனவுகளை எழுத , இரவின் வானத்தில் கம்பிகளை எழுதுங்கள்",0
5765,"பின்தொடர்பவர்கள் இருந்தபோதிலும் , நான் தனிமையாக உணர்கிறேன் , ஒருவேளை இது சமூக ஊடகங்களின் உண்மை . (  பின்தொடர்பவர்கள் இருந்தபோதிலும் , நான் தனிமையாக உணர்கிறேன் , ஒருவேளை இது சமூக ஊடகங்களின் உண்மை . )",1
5766,இந்த ஓவியரின் ஓவியங்கள் குழந்தைகளின் டூட்லிங் போன்றவை .,1
5767,"இந்த இசைக்கலைஞரின் பாடல்கள் மிகவும் அபத்தமானவை , அவற்றைக் கேட்டபின் காதுகள் கெட்டுப்போகின்றன .",1
5768,"மற்றவர்களின் மகிழ்ச்சியில் ஈடுபடுங்கள் , நீங்களே மலருங்கள்",0
5769,"`` செக்-இன் '' க்கு என்ன நடக்கும் , எப்போதும் சொல்லாமல் ஒன்றாக வாருங்கள் ! ``",1
5770,மதம் மற்றும் ஒற்றுமை - எல்லா நீரோடைகளும் எப்போதும் சமமாக இருக்கும் ஏதேனும் மதம் உள்ளதா ?,1
5771,"உங்கள் படங்களுக்கு மிகவும் திறமைகள் உள்ளன , அது என்னை பயமுறுத்துகிறது .",1
5772,"இந்த கவிதையில் நான் என் புத்தியை சந்தேகிக்கிறேன் , இது ஒரு ஆழமான அர்த்தத்தைக் கொண்டுள்ளது",1
5773,உங்கள் கலை முற்றிலும் ஒரு நகைச்சுவை.நீங்கள் சுற்றுலாவிற்குச் சென்றால் நல்லது .,1
5774,"உங்கள் கலையை நவீனமாக அழைக்கலாம் , ஆனால் அது உண்மையில் ஒருவரின் நகல் .",1
5775,"கடின உழைப்பின் பழம் இனிமையானது , விட்டுவிடாதீர்கள் , முன்னோக்கி நகர்த்தவும் , வெற்றியை சுவைக்கவும்",0
5776,மொழி இல்லாமல் நாம் எவ்வாறு ஈர்க்கப்பட முடியும் ?,1
5777,இந்த சிற்பிகள் பனி துண்டுகளை வெட்டுவதைத் தவிர வேறு எதையும் அறிந்திருக்கலாம் .,1
5778,"காலையின் கதிர்களைத் தழுவி , புதிய நாளின் புதிய நம்பிக்கையை எழுப்புங்கள்",0
5779,உங்கள் வாழ்க்கையில் நீங்கள் ரெவலு செய்ய வேண்டும் என்று நினைக்கிறேன்,1
5780,சமூகவியலில் மக்களின் எண்ணங்கள் - அனைவரின் கருத்தும் எப்போதும் அர்த்தமுள்ள இடத்திற்கு ஏதேனும் இடம் இருக்கிறதா ?,1
5781,"இந்த கவிதையைப் படித்த பிறகு , அது ஒரு குழந்தையால் எழுதப்பட்டதாக உணர்ந்தேன் .",1
5782,இந்த நாடகத்தின் நடிப்பு பார்வையாளர்களின் மனநிலையை கெடுத்துவிடும் .,1
5783,"நண்பர்களுக்கு அடுத்ததாக சிரிக்கவும் , நினைவுகளின் கருவூலத்தில் வாழ்க்கை பயணத்தை காப்பாற்றுங்கள்",0
5784,"புன்னகை மிக அழகான நகைகள் , எப்போதும் அதை அணியுங்கள் , புன்னகை",0
5785,சமூகவியல் ஆய்வுகள் - அனைவரின் ஆய்வும் எப்போதும் புதியதாகவும் நவீனமாகவும் இருக்கும் ஏதேனும் திட்டம் உள்ளதா ?,1
5786,"இப்போது பரீட்சை நேரம் வந்துவிட்டது , புத்தகங்களை மறந்து நண்பர்களுடன் வேடிக்கை பார்க்க வேண்டிய நேரம் இது .",1
5787,"இது ஒரு அழகான ஓவியம் , இதைப் பார்த்து உங்கள் சுவாசத்தை நிறுத்துவீர்கள் . ( மிகவும் பயங்கரமானது )",1
5788,"ஆற்றின் கரையில் ஒரு நடைப்பயணத்தின் கால்கள் , வாழ்க்கையின் நீரோட்டத்துடன் பாயும் கனவுகள்",0
5789,உங்கள் குழு விளையாடுகிறதா அல்லது உடற்பயிற்சி பயிற்சிக்கு உட்படுத்தப்படுகிறதா ?,1
5790,உங்கள் ஓவியத்தை வாங்க யாரும் ஆர்வம் காட்டுவார்கள் என்று நான் நினைக்கவில்லை .,1
