,punjabi_text,result
9439,"ਕੁਝ ਮੁਕਾਬਲਾ ਬਣਾਉਂਦੇ  , ਜ਼ਿੰਦਗੀ ਦਾ ਅਨੰਦ ਲੈਣਾ ਭੁੱਲ ਜਾਓ .",1
9440,`` ਕੀ  ਵੀ  '' ਰੁਝਾਨ `` ਹੈ ? '',1
9441,"ਥੋੜੇ ਸਮੇਂ ਖੁਸ਼ੀ ਲੱਭੋ ,  ਬਹੁਤ ਆਰਾਮਦਾਇਕ ਹੈ",0
9442,"ਜੇ ਸਥਿਤੀ ਇਕੋ ਜਿਹੀ ਰਹਿੰਦੀ ਹੈ , ਤਾਂ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਜਲਦੀ ਹੀ `` ਐਥਲੀਟ ''  ਜਾਵਾਂਗਾ .",1
9443,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਲੋਕਾਂ ਦੀ ਰਾਇ  ਦੀ ਕੋਸ਼ਿਸ਼ ਨਾ ਕਰੋ ,  ਬੇਕਾਰ ਹੈ !",1
9444,"ਸਵੇਰੇ ਉੱਠੋ ਅਤੇ ਪਹਿਲਾਂ ਸੋਸ਼ਲ ਮੀਡੀਆ ਦੀ ਜਾਂਚ ਕਰੋ , ਜ਼ਿੰਦਗੀ ਦਾ   ਭੁੱਲ ਜਾਓ .",1
9445,"ਮਨੁੱਖਾਂ ਵਾਂਗ ਗਲਤੀਆਂ ? ਮਾਫ ਕਰਨਾ , ਮੈਂ ਇੰਨਾ ਹੱਤਿਆ ਨਹੀਂ ਹਾਂ .",1
9446,"ਪਹਿਲੀ ਪ੍ਰੀਖਿਆ ਨੂੰ ਪਾਸ   ਸੂਰਜ ਦੀ ਰੌਸ਼ਨੀ , ਜ਼ਿੰਦਗੀ ਦੇ ਚੜ੍ਹਨ ਦੀ ਪਹਿਲੀ ਕਿਰਨ",0
9447,"ਕੋਸ਼ਿਸ਼ , ਸਫਲਤਾ ਜਾਂ ਅਸਫਲਤਾ ਦਾ  ਕਰਨਾ ਕੋਈ ਮਾਇਨੇ ਨਹੀਂ ਰੱਖਦਾ",0
9448,"ਮਨੁੱਖਾਂ ਵਾਂਗ ਗਲਤੀਆਂ ? ਮਾਫ ਕਰਨਾ , ਮੈਂ ਇੰਨਾ ਹੱਤਿਆ ਨਹੀਂ ਹਾਂ .",1
9449,ਸਮਾਜਿਕ ਅਧਿਐਨ - ਕੀ ਕੋਈ ਅਜਿਹਾ ਪ੍ਰੋਗਰਾਮ ਹੈ ਜਿਸ ਵਿਚ   ਦਾ ਅਧਿਐਨ ਹਮੇਸ਼ਾ ਨਵਾਂ ਅਤੇ ਦਿਲਚਸਪ ਹੁੰਦਾ ਹੈ ?,1
9450,"ਨਫ਼ਰਤ ਦੀ ਅੱਗ ਨੂੰ ਬੁਝਾ ਕੇ , ਪਿਆਰ ਦਾ ਦੀਵਾ ਸਾੜੋ , ਸਾਰੇ ਸੰਸਾਰ ਨੂੰ ਚਮਕੋ",0
9451,"ਅਭਿਨੇਤਾਵਾਂ ਨੂੰ ਕਦੇ ਕਿਸੇ ਨੂੰ ਪਿਆਰ ਨਹੀਂ ਕਰਨਾ ਚਾਹੀਦਾ ,  ਉਨ੍ਹਾਂ ਦੇ ਦਿਲ ਨੂੰ ਤੋੜ ਦੇਵੇਗਾ !",1
9452,ਮੈਂ ਇੰਨਾ ਪਸੀਨਾ ਚਾਹੁੰਦਾ ਹਾਂ ਕਿ ਪਾਣੀ ਦਾ ਬਿੱਲ ਜਲਦੀ ਹੀ ਵਧੇਗਾ .,1
9453,ਮੈਂ ਕਦੇ ਵੀ ਸਰੀਰਕ ਸਿੱਖਿਆ ਵਿਚ ਕਿਸੇ ਵੀ ਟੀਮ ਦਾ ਹਿੱਸਾ ਨਹੀਂ ਬਣਨਾ ਚਾਹੁੰਦਾ.ਮੈਂ ਆਪਣੇ  ਦਾ ਮਾਲਕ ਹਾਂ .,1
9454,ਕਲਾਸ ਵਿਚ  ਤੋਂ ਮੁਸ਼ਕਲ ਕੰਮ ਸਮਾਂ ਲੰਘਣਾ ਹੈ .,1
9455,"ਤੁਰਨ ਦੇ ਸ਼ੌਕੀਨ  , ਕੰਮ  ਦਾ ਕੋਈ  ਨਹੀਂ ਹੈ !",1
9456,"ਮੁਸਕਰਾਉਣਾ  ਤੋਂ ਖੂਬਸੂਰਤ ਗਹਿਣਿਆਂ ਹੈ , ਹਮੇਸ਼ਾਂ  ਨੂੰ ਪਹਿਨੋ , ਮੁਸਕਰਾਓ",0
9457,ਮੈਨੂੰ  ਤਸਵੀਰ ਵਿੱਚ ਵਰਤੇ  ਰੰਗਾਂ ਨਾਲ ਐਲਰਜੀ ਹੁੰਦੀ ਹੈ,1
9458,"ਨੋਟ ਬਣਾ ਰਹੇ  ,  ਸਿਰਫ ਇੱਕ ਦਿਖਾਵਾ ਹੈ ,  ਵਿੱਚ ਮੈਂ ਸੋਨੇ ਦਾ ਬਹਾਨਾ ਲੱਭ ਰਿਹਾ ਹਾਂ .",1
9459,"``  ਕੋਈ ਕਲਾ ਨਹੀਂ , ਬਲਕਿ ਕਲਾ ਦਾ ਅੰਤਮ ਸੰਸਕਾਰ ਹੈ . ''",1
9460,ਸੂਰਜ ਦੀ ਗਰਮੀ ਵਿਚ ਜਾਗ  ਜਿੰਦਗੀ ਦੇ  ਰੰਗ ਦਾ ਸਵਾਦ,0
9461,"ਤੁਹਾਡੇ   ਸਾਰੇ ਤਣਾਅ ਲੈਣ ਦੀ ਕੀ ਲੋੜ ਹੈ , ਤੁਸੀਂ ਸਵੈ-ਕੁਸ਼ਲ ਹੋ !",1
9462,ਤੁਹਾਡਾ ਚਿੱਤਰ ਇੰਨਾ ਸ਼ਕਤੀਸ਼ਾਲੀ ਹੈ ਕਿ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ  ਦੁਨੀਆ  ਸਕਦਾ ਹੈ .,1
9463,"ਸਾਨੂੰ ਬ੍ਰਹਿਮੰਡ ਦੇ ਭੇਦ ਦੱਸ ਸਕਦੇ ਹਾਂ ,  ਕੀ ਅਸੀਂ ਉਨ੍ਹਾਂ ਭੇਡਾਂ ਨੂੰ ਸਮਝਾਂਗੇ ?",1
9464,ਤੁਹਾਡੀ ਪ੍ਰਤਿਭਾ  ਦੀ ਚੂੰਡੀ ਦੇ ਬਰਾਬਰ ਹੈ.ਇਹ ਬੇਕਾਰ ਹੈ .,1
9465,".ਟ ਕਰੋ , ਫਿੱਟ , ਲਾਈਵ ਲਾਈਫ ... ਆਦਿ !",1
9466,"ਸਾਈਕਲਿੰਗ , ਸੰਤੁਲਨ ਅਤੇ ਪਹਿਲੀ ਵਾਰ ਵਿਸ਼ਵਾਸ ਦੇ  ਦਾ ਸੰਤੁਲਨ",0
9467,ਬਹੁਤ ਰਚਨਾਤਮਕ ਹੈ ਕਿ  ਆਪਣੇ ਸੁਪਨਿਆਂ ਵਿਚ ਤਸਵੀਰਾਂ ਖਿੱਚਦੀਆਂ  !,1
9468,ਮੈਂ ਤੁਹਾਡੀਆਂ ਤਸਵੀਰਾਂ ਨੂੰ ਲੇਵਰ ਵਿੱਚ ਵੇਖਣ  ਇੰਤਜ਼ਾਰ ਨਹੀਂ  ਸਕਦਾ .,1
9469,ਕੋਈ ਹੋਰ ਉਨ੍ਹਾਂ ਵਾਂਗ ਸ਼ੈਲੀ ਨਹੀਂ ਹੈ !,1
9470,"ਹਾਰ ਦੀ ਪੌੜੀ ਬਣਾਓ , ਅਗਲੀ ਜਿੱਤ ਦੀ ਨੀਂਹ ਰੱਖੋ ਅਤੇ ਮਜ਼ਬੂਤ ​​ਬਣਨ  ਜਾਓ",0
9471,ਡਰਾਇੰਗ ਮਜ਼ਾਕ ਤੋਂ ਘੱਟ ਨਹੀਂ ਹੈ .,1
9472,"ਬ੍ਰਹਿਮੰਡ ਦੇ ਡਾਂਸ ਨੂੰ ਸਮਝੋ , ਅਣੂ ਤੋਂ ਤਾਰਿਆਂ ਦੀ ਯਾਤਰਾ ਕਰੋ",0
9473,"ਕਿਸੇ ਨੇ ਵੀ ਮੇਰੀ ਪੋਸਟ 'ਤੇ ਟਿੱਪਣੀ ਨਹੀਂ ਕੀਤੀ , ਕੀ ਮੈਂ ਅਦਿੱਖ ਹਾਂ ?",1
9474,"ਗੁਰੂ ਦੇ ਬਾਅਦ  ਹੁੰਦਾ ਹੈ ,  ਆਪਣੇ  ਨੂੰ ਜਾਣਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਨਾ ਕਰੋ .",1
9475,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ  ਕੈਨਵਸ ਪੇਂਟ ਕੀਤੇ  ! ਡਰਾਇੰਗ ਪਿੱਛੇ ਹੈ !,1
9476,"ਮੈਨੂੰ ਇਮਤਿਹਾਨ ਦਾ ਕੋਈ  ਨਹੀਂ ਹੈ ,  ਕੁਝ ਯਾਦ ਹੈ , ਭਾਵੇਂ ਮੈਂ  ਪੁਸਤਕ ਨੂੰ ਕਦੇ ਨਹੀਂ ਖੋਲ੍ਹਿਆ .",1
9477,"ਦੁਨੀਆ ਦੇ  ਪ੍ਰਸ਼ਨ ਨੂੰ ਜਾਣਦਾ ਹੈ ,  ਕੋਈ ਵੀ  ਦੇ ਜਵਾਬ ਨੂੰ ਅਜੇ ਕਿਸੇ ਪ੍ਰਸ਼ਨ ਦਾ ਜਵਾਬ ਨਹੀਂ ਜਾਣਦਾ -  ਦੀ ਕੀ ਲੋੜ ਹੈ ?",1
9478,"ਚੋਣ ,  ਤਾਕਤ ਦਾ ਪ੍ਰਦਰਸ਼ਨ",0
9479,ਸਰੀਰ ਹੁਣ ਹਾਲੀਵੁੱਡ ਦੇ ਸਿਤਾਰਿਆਂ ਦਾ ਮੁਕਾਬਲਾ  ਸਕਦਾ ਹੈ .,1
9480,"ਜ਼ਿੰਦਗੀ ਨਦੀ ਹੈ ,  ਵਾਰੀ , ਹੱਸਦੇ ਅਤੇ ਹੱਸਣ ਤੇ  ਨਵਾਂ ਦ੍ਰਿਸ਼ ਹੁੰਦਾ ਹੈ",0
9481,`` ਲਾਈਵ '' ਵਿਚ ਤੁਸੀਂ ਇੰਨੀ ਦੇਰ ਨਾਲ ਕੀ ਦੱਸ ਰਹੇ ਹੋ ? ``,1
9482,"ਬਿਨਾ ਭਾਸ਼ਾ ਤੋਂ ਬਿਨਾਂ , ਅਸੀਂ ਜਾਨਵਰਾਂ ਨਾਲੋਂ ਵੀ ਭੈੜੇ ਹੋਵਾਂਗੇ !",1
9483,"ਜ਼ਿੰਦਗੀ ਨੇ ਇਨਸਾਨਾਂ  ਜ਼ਿੰਦਗੀ ਨੂੰ ਸੌਖਾ ਬਣਾਉਣ ਦਾ ਦਾਅਵਾ ਕੀਤਾ ,  ਮੇਰੀ ਸਵੇਰ ਦੀ ਚਾਹ ਬਣਾਉਣ ਵਿਚ  ਰਹਿੰਦੀ ਹੈ .",1
9484,"ਪੁਰਾਣੇ ਰੁੱਖ ਦੇ ਸ਼ੇਡ ਵਿਚ ਚਾਹ , ਸਮੇਂ ਦੀ ਥਕਾਵਟ ,",0
9485,"ਧੋਖਾ ਹੈ ,  ਵਿਚ  ਮਨੁੱਖਾਂ ਨੂੰ ਕਾਬੂ  ਦਾ  ਤਰੀਕਾ ਹੈ .",1
9486,"ਮਿਹਨਤ ਦਾ  ਮਿੱਠਾ ਹੈ , ਹਿੰਮਤ ਨਾ ਹਾਰੋ , ਅੱਗੇ ਵਧੋ ਅਤੇ ਸਵਾਦ ਸਫਲਤਾ",0
9487,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਝੂਠੀ ਮੁਸਕਾਨ ,  ਦਿਲ ਵਿਚ ਛੁਪਿਆ ਹੋਇਆ ਹੈ .",1
9488,ਸਵੇਰ ਦਾ ਪਹਿਲਾ ਕਿਰਨ ਜ਼ਿੰਦਗੀ ਦਾ ਸੁਹਾਵਣਾ ਯਾਤਰਾ ਸ਼ੁਰੂ ਕਰਦਾ ਹੈ,0
9489,"``  ਡਰਾਇੰਗ ਨੂੰ ਵੇਖਣ  , ਐਨਕਾਂ ਦੀ ਕੋਈ ਜ਼ਰੂਰਤ ਨਹੀਂ ਹੈ ,  ਦਿਮਾਗ ਦੀ ਜ਼ਰੂਰਤ ਹੈ . ''",1
9490,ਵਿਆਕਰਣ ਦੇ ਨਿਯਮਾਂ ਨੂੰ ਤੋੜਨਾ ਮਜ਼ੇਦਾਰ ਹੈ !,1
9491,ਕਿਸੇ ਵੀ ਫਿਲਮ ਵਿਚ ਕੰਮ ਕਰਨਾ  ਸੁਪਨੇ ਨੂੰ ਪੂਰਾ ਕੀਤਾ ਜਾਂਦਾ ਹੈ !,1
9492,"ਨਾਲ ਬਹਿਸ  ਦੀ ਕੋਸ਼ਿਸ਼ ਨਾ ਕਰੋ , ਤੁਸੀਂ ਹਮੇਸ਼ਾਂ ਹਾਰ ਜਾਓਗੇ !",1
9493,"ਸੂਰਜ ਦੀਆਂ ਕਿਰਨਾਂ ਨੂੰ ਜੱਫੀ ਪਾਓ ,  ਸਵੇਰ ਨੂੰ ਨਵੀਂ ਮੁਸਕੁਰਾਹਟ ਨਾਲ ਚਮਕੋ",0
9494,"ਸਿਰਫ  ਸੰਗੀਤਕਾਰਾਂ ਦੇ ਗੀਤ ਸੁਣਨ ਤੋਂ ਬਾਅਦ ,  ਪਾਇਆ ਗਿਆ ਕਿ ਸੰਗੀਤ ਵੀ ਬੋਲ਼ਾ ਹੋ ਸਕਦਾ ਹੈ .",1
9495,"ਡਾਂਸਰ ਨਾਚ ਨੂੰ ਨਹੀਂ ਪਤਾ ਹੁੰਦਾ , ਤਾਂ ਹੱਥਾਂ ਅਤੇ ਪੈਰਾਂ ਨੂੰ ਹਿਲਾਉਣਾ ਆਉਂਦਾ ਹੈ .",1
9496,ਤੁਹਾਡਾ ਕੋਡ ਸਿਰਫ ਇੱਕ ਵਿਗਿਆਨ ਕਲਾ ਹੈ - ਸਿਰਫ ਕੁਝ ਮਾਹਰ  ਨੂੰ   ਆਉਂਦੇ  .,1
9497,`` ਕੀ ਤੁਸੀਂ ਮੇਰੇ ਨਾਲ ਮਜ਼ਾਕ  ਰਹੇ ਹੋ ?   ਬੱਚਾ ਵੀ  ਨੂੰ ਬਿਹਤਰ ਬਣਾ ਸਕਦਾ ਹੈ . '',1
9498,"ਦੂਜਿਆਂ ਦੀ  ਕਰਕੇ ਜੀਉਂਦੇ  , ਕੋਈ ਪਛਾਣ ਨਹੀਂ ਹੈ .",1
9499,ਸੰਗੀਤਕਾਰਾਂ ਦੇ ਗੀਤ ਸੁਣਦਿਆਂ ਹੀ ਪੱਥਰ ਪਿਘਲ ਜਾਵੇਗਾ . ( ਸਚਮੁਚ ਬਹੁਤ ਬੁਰਾ ),1
9500,ਪਤੰਗ ਉਡਾਣ ਗੁਜਰਾਤ ਦਾ ਇੱਕ ਪ੍ਰਸਿੱਧ ਸ਼ੌਕ ਹੈ,0
9501,"ਬਹੁਤ ਸਾਰੇ ਜਾਣਕਾਰ ਲੋਕ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ  , ਫਿਰ ਦੁਨੀਆਂ ਦੀ ਕਿਵੇਂ ਹੈ , ਤੁਸੀਂ ਨਹੀਂ ਸਮਝਦੇ !",1
9502,ਕੀ  ਨਵੀਂ ਪੀੜ੍ਹੀ ਕਦੇ ਜ਼ਿੰਮੇਵਾਰ ਨਾਗਰਿਕ ਬਣਨਾ ਸਿੱਖੋਗੇ ?,1
9503,"ਟਾਪੀ ਨਦੀ ਦੇ ਕੰ  ੇ ਤੇ ਬੈਠਣਾ , ਸੂਰਜ ਡੁੱਬਣ ਦਾ ਦ੍ਰਿਸ਼ ਆਕਰਸ਼ਕ ਹੈ",0
9504,ਇੰਨੀ ਤਿੱਖੀ  ਹੈ ਕਿ ਸਾਨੂੰ  ਨਹੀਂ ਆਉਂਦਾ ਕਿ  ਕੀ ਸੋਚ ਰਹੀ ਹੈ .,1
9505,ਸੰਗੀਤਕਾਰ ਦੇ ਗਾਣੇ ਇੰਨੇ ਮਾੜੇ  ਕਿ ਉਨ੍ਹਾਂ ਨੂੰ ਸੁਣਨਾ ਸੰਗੀਤ ਦਾ ਅਪਮਾਨ ਕਰਦਾ ਹੈ .,1
9506,ਅੱਜ ਪੀਈ ਕਲਾਸ ਹੈ ?  ! ਖੁਸ਼ਹਾਲੀ ਦਾ ਕੀ ਮਾਮਲਾ ! ( ਉਦਾਸ ਆਵਾਜ਼ ਵਿਚ ),1
9507,"ਮੂਰਤੀਕਾਰ ਆਪਣੇ  ਨੂੰ ਮਾਈਕਲ ਐਂਜਲੋ ਨੂੰ ਮੰਨਦਾ ਹੈ ,   ਦੀਆਂ ਕਲਤਾਂ ਬੱਚਿਆਂ ਦੀ ਖੇਡ ਨਾਲੋਂ ਵੀ ਭੈੜੀਆਂ  .",1
9508,"ਬਹੁਤ ਸਾਰੀਆਂ ਚੀਜ਼ਾਂ ਨੂੰ ਜਾਣਦਾ ਹੈ ,  ਕੀ  ਜ਼ਿੰਦਗੀ ਦੇ  ਅਰਥਾਂ ਨੂੰ ਜਾਣਦੀ ਹੈ ?",1
9509,"ਆਪਣੀ ਤਸਵੀਰ ਨੂੰ ਵੇਖਦਿਆਂ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਕੈਨਵਸ 'ਤੇ ਰੰਗ ਸੁੱਟੇ , .",1
9510,"ਉਨ੍ਹਾਂ ਨੂੰ ਬਾਰ ਬਾਰ ਉਸੇ ਪਾਤਰ ਵਿੱਚ ਵੇਖਦਿਆਂ ਕੋਈ ਵੀ ਉਲਟੀਆਂ  ਸਕਦਾ ਹੈ ,  ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਸ਼ੰਸਕਾਂ ਨੂੰ ਨਹੀਂ !",1
9511,"ਡੇਟਾ ਦੇ ਤਾਰਿਆਂ ਦਾ ਅਧਿਐਨ ਕਰੋ , ਜਾਣਕਾਰੀ ਦੇ ਬ੍ਰਹਿਮੰਡ ਦੇ ਸੰਪਰਕ ਵਿੱਚ",0
9512,"ਜਿਹੜੇ 'ਤੰਦਰੁਸਤੀ ' ਬਾਰੇ ਲਿਖਦੇ  , ਕੀ  ਕਦੇ ਜਿਮ ਜਾਂਦੇ  ?",1
9513,ਡਰਾਇੰਗ ਵਿਚ ਬਹੁਤ ਸਾਰੀਆਂ ਲਾਈਨਾਂ  ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਵਿਚ ਗਵਾਚ ਗਿਆ ਹਾਂ,1
9514,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਵਧੇਰੇ ਦਿਖਾਵਾ ਕਰਨਾ , ਅੰਦਰ ਜਿੰਨੀ ਜ਼ਿਆਦਾ ਖੋਖਨੀ .",1
9515,"ਕਿਤਾਬਾਂ ਦੇ ਗਿਆਨ ਦੁਆਰਾ ਪ੍ਰਕਾਸ਼ਮਾਨ ਹੋਵੋ ,   ਕੁਝ ਨਵਾਂ ਸਿੱਖੋ ਅਤੇ ਆਪਣੀ ਦੁਨੀਆਂ ਨੂੰ ਪ੍ਰਕਾਸ਼ਮਾਨ ਕਰੋ",0
9516,"ਜ਼ਿੰਮੇਵਾਰੀ ਦੀ ਬੋਝ  ,   ਕੰਮ ਨੂੰ ਮਜ਼ਬੂਤ ​​ਕਰੇਗਾ",0
9517,"ਜ਼ਿੰਦਗੀ ਨੂੰ ਇੱਕ ਗਾਣਾ ਬਣਾਓ ,   ਇੱਕ ਸੁਰੀ ਦੀ ਆਵਾਜ਼ ਵਿੱਚ ਗਾਓ",0
9518,"ਸੂਰਜ ਨਾਲ ਜਾਗ ਜਾਓ , ਚੰਦਰਮਾ ਨਾਲ ਸੌਂਵੋ , ਜ਼ਿੰਦਗੀ ਦਾ  ਜੀਓ",0
9519,"ਮਿਹਨਤ ਕਰੋ , ਤੁਹਾਨੂੰ ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਸਫਲਤਾ ਮਿਲੇਗੀ , ਹਿੰਮਤ ਨਾ ਹਾਰੋ",0
9520,"ਆਪਣੀਆਂ ਤਸਵੀਰਾਂ ਨੂੰ ਵੇਖਦਿਆਂ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਰੰਗਾਂ ਤੋਂ ਡਰਦੇ ਹੋ .",1
9521,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਇੰਜੀਨੀਅਰਿੰਗ ਦਾ  ਹੈ ਦਿਨ ਰਾਤ ਕੰਮ ਕਰਨਾ ਅਤੇ ਕਦੇ  ਨਹੀਂ ਹੁੰਦਾ .,1
9522,"ਬਚਾਓ , ਹੱਸਣਾ , ਸੁਪਨੇ ਨੂੰ ਵੇਖੋ , ਸੁੰਦਰ ਯਾਦਾਂ ਬਣਾਓ",0
9523,"ਦੋਸਤਾਂ ਨਾਲ ਹੱਸੋ , ਜ਼ਿੰਦਗੀ ਦਾ ਸੰਗੀਤ ਬਣਾਓ",0
9524,ਮੈਂ ਸੋਚਦਾ ਹਾਂ ਕਿ  ਬਾਰੇ ਬਹੁਤ ਜ਼ਿਆਦਾ ਪ੍ਰਚਾਰ ਕੀਤਾ ਜਾਂਦਾ ਹੈ .,1
9525,ਡੰਬਲ ਇੰਨੇ ਚਾਨਣ  ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ  ਹੱਥ ਨਾਲ ਚੁੱਕ ਸਕਦਾ ਹਾਂ .,1
9526,"ਜੇ ਤੁਹਾਡੀ ਡਰਾਇੰਗ ਨੂੰ ਅੱਗ ਲੱਗੀ ਹੋਈ ਹੈ , ਤਾਂ ਦੁਨੀਆ ਵਿੱਚ ਇੱਕ ਪੱਖਪਾਤ  ਦਿੱਤਾ ਜਾਵੇਗਾ",1
9527,"ਉਥੇ ਜੋ ਵੀ ਹੈ   ਸ਼ੁਕਰਗੁਜ਼ਾਰ ਹੋਵੋ ,   ਦੌਲਤ ਹੈ",0
9528,"ਸਮਾਂ ਅਨਮੋਲ ਮੋਤੀ ਹੈ ,  ਨੂੰ ਬਰਬਾਦ ਨਾ ਕਰੋ ,  ਨੂੰ ਸਿੱਖਣ  ਪਾਓ",0
9529,"ਚੀਜ਼  ਸ਼ਾਰਟਕੱਟ ਲੱਭੋ ,  ਮਿਹਨਤ ਨਹੀਂ ਕਰਨਾ ਚਾਹੁੰਦੇ .",1
9530,"ਪੈਸੇ ਦੀ  ਨਾ ਕਰੋ , ਸਿਰਫ ਨਵੇਂ ਯੰਤਰ ਖਰੀਦਣ ਦਾ ਜਨੂੰਨ",1
9531,"ਹਾਂ , ਮੈਨੂੰ ਪਤਾ ਹੈ ਕਿ ਮੇਰੀ ਅਦਾਕਾਰੀ ਬਹੁਤ ਕੁਦਰਤੀ ਲੱਗਦੀ ਹੈ , ਮੈਂ ਆਪਣੇ  ਨੂੰ ਹੈਰਾਨ  ਦੇ ਹਾਂ .",1
9532,ਸੌਣ ਅਤੇ ਸਫੀਬ ਨੂੰ ਕੈਲੋਰੀ ਨੂੰ ਵੀ   ਰਹੇ  ?,1
9533,ਅਭਿਨੇਤਰੀਆਂ ਇੰਨੀਆਂ ਹੰਕਾਰੀ  ਕਿ  ਕਿਸੇ ਨਾਲ ਗੱਲ ਨਹੀਂ ਕਰਦੇ !,1
9534,ਫਿਲਮ ਦਾ ਪਹਿਰਾਵਾ ਇੰਨਾ ਜ਼ਿਆਦਾ ਹੈ ਕਿ ਫੈਸ਼ਨ ਡਿਜ਼ਾਈਨਰ ਵੀ ਆਪਣੇ ਮੱਥੇ ਨੂੰ ਹਰਾ ਦੇਵੇਗਾ .,1
9535,ਤੁਹਾਡੀ ਟੀਮ ਬਹੁਤ ਕਮਜ਼ੋਰ ਹੈ ਕਿ ਇਸਦੇ  ਟੀਮ ਤੁਹਾਡੇ ਨਾਲ ਖੇਡਣ ਤੋਂ ਇਨਕਾਰ  ਦਿੰਦੀ ਹੈ .,1
9536,"ਸਮੇਂ ਦੀ ਨਦੀ ਵਿਚ ਵਗਦੇ ਰਹੋ , ਹਿੰਮਤ ਨਾ ਹਾਰੋ , ਹਿੰਮਤ ਰੱਖੋ",0
9537,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਲੋਕਾਂ ਦਾ ਧਿਆਨ ਹਟਾਉਣਾ ਬਹੁਤ ਮੁਸ਼ਕਲ ਹੈ ,  ਚੀਜ਼ ਜਲਦੀ  ਜਾਂਦੀ ਹੈ !",1
9538,"ਨੂੰ ਪਿਆਰ  ਬਾਰੇ ਸੋਚ ਰਹੇ ਹੋ ? ਯਾਦ ਰੱਖੋ ,  ਤੁਹਾਨੂੰ ਪਿਆਰ ਦੇਵੇਗਾ ਜਿੰਨਾ  ਪ੍ਰੋਗਰਾਮ ਕੀਤਾ ਹੈ .",1
9539,ਪਿਤਾ ਦੇ ਹੱਥਾਂ ਵਿਚ ਭਰੋਸਾ ਰੱਖੋ  ਮੁਸ਼ਕਲ ਪਹਾੜ ਨੂੰ ਪਾਰ ਕਰੋ,0
9540,"ਰੁੱਖ ਚੜ੍ਹਦੇ  , ਜਿਵੇਂ ਕਿ ਅਸੀਂ ਬਾਂਦਰ ਹੋਣ ਜਾ ਰਹੇ ਹਾਂ .",1
9541,ਪਤਾ ਨਹੀਂ ਸੀ ਕਿ ਦਿਮਾਗ ਵਿਚ ਵੀ ਪੀਈ ਵਿਚ ਵਰਤਿਆ ਜਾਂਦਾ ਹੈ .,1
9542,"ਜੇ ਮੈਂ ਬਹੁਤ ਦੌੜਦਾ ਹਾਂ , ਤਾਂ ਤੁਹਾਨੂੰ ਰਾਸ਼ਟਰੀ ਟੀਮ ਵਿਚ ਜਗ੍ਹਾ ਮਿਲ ਸਕਦੀ ਹੈ .",1
9543,ਚਿਹਰੇ ਨਾਲ ਵੀਡੀਓ ਕਾਲ ਗੱਲਬਾਤ ਦਾ ਸ਼ੀਸ਼ਾ,0
9544,"ਮੈਂ ਅੱਗ ਵਿੱਚ ਡਰਾਇੰਗ ਨੂੰ ਸਾੜ ਦਿੱਤਾ ਹੈ , ਤਾਂ ਕਿ ਕੋਈ ਹੋਰ  ਨੂੰ ਨਹੀਂ ਵੇਖ ਸਕੇ",1
9545,"ਤੋਂ ਬਾਅਦ ਵੀ ਬਹੁਤ  ਮਿਹਨਤ ਤੋਂ ਬਾਅਦ ,  ਡਰਾਇੰਗ ਬਾਂਦਰ ਦੇ ਹੱਥੋਂ ਕੰਮ  ਰਹੀ ਹੈ !",1
9546,ਨਾਚ ਇੰਨਾ ਸ਼ਾਨਦਾਰ ਹੈ ਕਿ ਦਰਸ਼ਕਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀਆਂ ਸੀਟਾਂ 'ਤੇ ਨੱਚਣ  ਮਜਬੂਰ ਕੀਤਾ ਜਾਵੇਗਾ .,1
9547,"ਆਪਣੇ  ਨੂੰ ਏਕਲੀ ਮੰਨਦੇ  ,   ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਰਹਿੰਦੇ  .",1
9548,ਗੁਜਰਾਤ ਦੇ ਲੋਕ ਬਹੁਤ ਉਤਸ਼ਾਹ ਨਾਲ ਤਿਉਹਾਰਾਂ ਦਾ ਜਸ਼ਨ ਮਨਾਉਂਦੇ,0
9549,ਬਾਲੀਵੁੱਡ ਉਨ੍ਹਾਂ ਤੋਂ ਬਿਨਾਂ ਅਧੂਰੇ ਹੈ !,1
