,guj_text,result
4572,"ભૂલો સાથે સુડર , વધુ સારા વ્યક્તિ બનવાના માર્ગ   ચાલો",0
4573,"નદીના પ્રવાહમાં પ્રવાહ , રાહત દ્વારા જીવનના ઉતાર -ચ .ાવનો સામનો કરો",0
4574,"પ્રથમ પરીક્ષણ પસાર કરવાનો આનંદ , જીવનના પર્વત    વાનું પ્રથમ ચિહ્ન",0
4575,હે વા ! આજે મેં તમારી અભિનયનો માસ્ટરક્લાસ આપ્યો છે !,1
4576,મને નથી લાગતું કે હું ક્યારેય શારીરિક શિક્ષણમાં સારો રહીશ .,1
4577,`` મને  નહોતી કે તમે રંગોના આવા મહાન જાદુગર છો . '',1
4578,"સૂર્યની કિરણોમાં સ્નાન કરો , તાકાત  મળી અને દિશા  મળશે",0
4579,"તમને કોઈ વિચાર નથી ,  વખતે જ્યારે તમે વિશ્વને આશ્ચર્ય કરો છો .",1
4580,મેં એટલું અર્થશાસ્ત્ર વાંચ્યું છે કે મને લાગે છે કે હું મારી જાતને મૂવિંગ બેંક છું .,1
4581,સહકારની યાત્રા જીવનનો માર્ગ  બનાવે છે,0
4582,"પ્રકૃતિના ખોળામાં ચાલવા , શાંતિથી પાછા ફરો અને શાંતિનો પાઠ ભણાવો",0
4583,"પેઇન્ટિંગને જોતા , એવું લાગે છે કે કલાકારને પેઇન્ટિંગ કેવી રીતે કરવું તે  નથી .",1
4584,"માફ કરવાનું શીખો ,  હળવા છે , સંબંધોના બંધન મજબૂત બને છે",0
4585,સરકાર લોકોને ગરીબીમાંથી બહાર લાવવાની નવી રીત છે - ગરીબોને ધૂમ્રપાન કરવા .,1
4586,"હવામાં સપનાને તમાચો કરો , જિદ્દી રીતે તેમને વાસ્તવિકતા બનાવો અને તેમને  મહેનતથી પરિપૂર્ણ કરો",0
4587,"પક્ષીઓનું ટ્વીટ , વહેલી સવારનું સંગીત",0
4588,ફિલ્મની દિશા એટલી મેળ ખાતી નથી કે હોલીવુડ  દાંતની નીચે આંગળી દબાવશે .,1
4589,"સ્મિત  સૌથી સુંદર ઝવેરાત છે , હંમેશાં તેને પહેરો , હસવું",0
4590,"દરેક  ફેસબુક  ખુશ છે , બધા ઇન્સ્ટાગ્રામ  સંપૂર્ણ છે , કેટલાક લોકો એવા છે જે ખરેખર ટ્વિટર  જીવે છે !",1
4591,"હે ભાઈ , તમારું બેંક એકાઉન્ટ તમારું શ્રેષ્ઠ મિત્ર છે , કારણ કે તે તમને નબળા યોજનાથી બચાવે છે .",1
4592,"હારથી શીખો , આગલી જીત માટે રાહ જુઓ",0
4593,સમાજશાસ્ત્રના અધ્યયન - આવા કોઈ અભ્યાસક્રમ છે જેમાં ફક્ત પુસ્તકોમાંથી બધું  શીખી શકાય છે ?,1
4594,"મને લાગે છે કે હું સમાજશાસ્ત્રી છું , હું સમાજના દરેક પાસાને સમજી શકું છું .",1
4595,"દરેક ફૂલ ખીલે છે , દરેક ઘા ભરે છે ,  જીવનની શ્રેણી છે",0
4596,સમાજશાસ્ત્રમાં વ્યક્તિગત વિકાસ - શું એવી કોઈ પ્રક્રિયા છે કે જેમાં દરેકનો વિકાસ હંમેશા વિક્ષેપિત થાય છે ?,1
4597,"માફ કરવાનું શીખો ,  હળવા છે , સંબંધોના બંધન મજબૂત બને છે",0
4598,"નાના પક્ષીઓનું ચાલવું , સવારના કિરણોમાં નવા જીવનનાં ગીતો  [ છબી : ઝાડની શાખા  રંગીન પક્ષીઓનું જૂથ ]",0
4599,"તેઓ માત્ર ભયભીત છે , પ્રોત્સાહન બતાવવા માટે કોઈ દ્રશ્ય  આપી શકતા નથી !",1
4600,"હા , તમે સાચા રહસ્યમય છો , અમે ખોલ્યા વિના જીવી શકતા નથી .",1
4601,"સવારના કિરણોને ગળે લગાડો , આશાઓની મોજામાં ખોવાઈ જાઓ",0
4602,"સપનાને હવા આપો , તેઓ ઉચ્ચ ઉડશે , તેમને નવી  ંચાઈએ  જશે",0
4603,વ્યવસાય વિતરણ - ત્યાં કોઈ સિસ્ટમ છે જેની દરેકને જરૂર છે ?,1
4604,"પ્રકૃતિના ખોળામાં ચાલવા , શાંતિથી પાછા ફરો અને શાંતિનો પાઠ ભણાવો",0
4605,"પવનના સંગીતમાં નૃત્ય કરો , રંગોથી જીવનને સજાવટ કરો",0
4606,"પ્રથમ કમાણી , તેમના ચહેરાની ખુશીવાળા માતાપિતાને ભેટ",0
4607,"સહકારનો પુલ બનાવો , સુખની તરંગો વહેશે",0
4608,"દરેક માટે સલાહ છે , પરંતુ તેમની પોતાની ભૂલ ધ્યાનમાં લેતા નથી .",1
4609,"ખુશ રહો , અન્ય લોકોને  ખુશી આપો ,  જીવનની વાસ્તવિક સંપત્તિ છે",0
4610,તમારે પેઇન્ટિંગ બનાવવાનું બંધ કરવું જોઈએ અને કંઈક બીજું કરવાનો પ્રયાસ કરવો જોઈએ .,1
4611,"ડાર્વિનનો સિદ્ધાંત છે ,  બધું  છેતરપિંડી છે , હકીકતમાં તે મનુષ્યને વાંદરા સાથે જોડવાનો  માર્ગ છે .",1
4612,ઇમેઇલનો મેસેંજર અંતર પાર કરે છે,0
4613,"તમારું ડ્રોઇંગ જોઈને , એવું લાગે છે કે તમે ચિત્રકામના બધા નિયમો તોડી નાખ્યા છે .",1
4614,"સૂર્ય ડૂબી ગયા પછી તારાઓ જાગૃત કરો , અંધકારમાં  સપના જાગૃત",0
4615,"જૂના ઝાડની છાયામાં ચાની ચુસકો , સમયની થાકને નાબૂદ કરો",0
4616,"હવે એનજીઓમાં કામ કરવાનો  આવી ગયો છે , સમાજશાસ્ત્રને ભૂલી જવાનો અને સમાજ સેવા કરવાનો  છે .",1
4617,ભાષા એટલી ઝડપથી વિકસી રહી છે કે જૂના શબ્દોને સમજવું મુશ્કેલ છે !,1
4618,"લોથલ  પ્રાચીન શહેર છે જે સિંધુ ખીણની સંસ્કૃતિનો ભાગ હતો , ઇતિહાસની પડઘા હજી  તેના પવનમાં સાંભળવામાં આવે છે",0
4619,"જીવન  નદી છે , દરેક વળાંક   નવું દ્રશ્ય છે , હસવું અને હસવું , આનંદ કરો",0
4620,"બોલિવૂડની સૌથી આળસુ વાર્તા , કારણ કે ત્યાં કોઈ કામ નથી .",1
4621,હું  લેઉં છું કે હું ક્યારેય ભૂલ કરું છું ! ( ઘણી ભૂલો કર્યા પછી ),1
4622,"નદીના પ્રવાહમાં પ્રવાહ , જીવન સરળતાથી જીવો",0
4623,"સૂર્યની કિરણોને સ્વીકારો , નવા દિવસને હાસ્યની કિરણોથી સજાવટ કરો",0
4624,"મને પરીક્ષાનો  નથી , બધું યાદ રાખો , પછી ભલે મેં ક્યારેય પુસ્તક ખોલ્યું  હોય .",1
4625,"ત્યાં જે છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
4626,"હારથી જાણો , આગામી વિજયનો પાયો નાખો અને મજબૂત તરીકે  વધો",0
4627,"તમારા ઉપયોગમાં કોઈ તર્ક નથી , ફક્ત જાદુ .",1
4628,"પ્રામાણિકતા અને સત્ય સાથે જીવો , જીવન  રહેશે",0
4629,"પ્રથમ પ્રશ્ન , પ્રથમ પ્રયોગ , વિજ્  ાનની યાત્રામાં વધારો થયો",0
4630,"ગીતો ગાઓ , નૃત્ય કરો , સંગીત સાથે જીવન સજાવટ કરો",0
4631,"કૃત્રિમ બુદ્ધિ છે ,  બધું છેતરપિંડી છે , હકીકતમાં તે મનુષ્યને બેરોજગાર બનાવવાનો  માર્ગ છે .",1
4632,"પર્વત   નાખો , હાર  માનો , ધીરે ધીરે , બરાબર   તા રહો",0
4633,"જેઓ વરિષ્ઠ છે , તેઓ બધા આપણા લોહી પીવે છે , તેમને મનુષ્ય કહેવાનું ખોટું હશે .",1
4634,"હાથ વહેંચાયેલા છે , તેઓ મિત્રતાનું સંગીત વર્ણવે છે",0
4635,વિલ્સન હિલ સ્ટેશન ગુજરાતમાં સૌથી વધુ હિલ સ્ટેશન છે,0
4636,"અન્યને  કરવા માટે હાથ લંબાવી , ખુશી શેર કરીને પોતાને ખીલવું",0
4637,"રોજિંદા કંઈક નવું જાણો , જ્  ાનનો દીવો પ્રકાશ રાખો , અંધકારને ભૂંસી નાખો",0
4638,"હાસ્ય  શ્રેષ્ઠ દવા છે , ખુશ રહેવું  વિજય છે",0
4639,"કરવા માંગો છો , પરંતુ જીમનો માર્ગ ભૂલી ગયા છો !",1
4640,મને લાગે છે કે હું શારીરિક શિક્ષણમાં એકમાત્ર વ્યક્તિ છું જે ખરેખર આનંદ નથી .,1
4641,"પ્રથમ લયનો જાદુ ,  પગમાં આવે છે",0
4642,"જુનાગ  નો કિલ્લો ઇતિહાસના ઉતાર -ચ .ાવનો સાક્ષી છે , પત્થરોમાં કેદની વાર્તાઓ",0
4643,"જીવન  ખુલ્લી કવિતા છે , દરેક તરંગમાં સુખનું સંગીત શોધો , ગાઓ અને ગાઓ",0
4644,જીવવિજ્ .ાન પછી ખૂબ  છે કે હું ક્યાં તો લેબ્સ ટૂલ્સને સ્પર્શ કરવા માંગતો નથી .,1
4645,આજકાલ મારા જીવનમાં ફક્ત બે વસ્તુઓ છે - ઓચિંતા અને લોગરીધમ .,1
4646,"હવામાં સપના તમાચો , તેમને વાસ્તવિકતા બનાવવાનો પ્રયાસ કરો",0
4647,નાટકના ડિરેક્ટર સંભવત  પ્રેક્ષકોને સતાવવા માંગતા હતા .,1
4648,"સુખ શેર કરો , જીવન સુખ સાથે પાછા આવશે",0
4649,"સૂર્યની કિરણોમાં સ્નાન કરો , અપેક્ષાઓના ફૂલો ખીલે છે",0
4650,"માફ કરવાનું શીખો ,  જીવનનો સૌથી મોટો પાઠ છે",0
4651,"મને લાગે છે કે હું જાદુગર બનીશ , વાણિજ્યનો વિદ્યાર્થી નહીં .",1
4652,વરસાદનો પ્રથમ ડ્રોપ જીવનની નવી શરૂઆતની સુગંધ લાવે છે,0
4653,"સ્વાદ સાથે પોષણની કાળજી લો , આરોગ્યના તહેવારની ઉજવણી કરો",0
4654,"જીવનનું પુસ્તક ખોલો , દરેક નીલમણિ સુખની વાર્તા કહે છે",0
4655,"સાથીદારોના જ્  ાનથી જાણો , ચર્ચામાં  નવો દ્રષ્ટિકોણ ખોલો",0
4656,"વર્કઆઉટ પછી , સ્નાયુઓમાં ખૂબ પીડા થાય છે કે એવું લાગે છે કે જાણે કોઈએ મને માર માર્યો હોય !",1
4657,"નદીના પ્રવાહમાં પ્રવાહ , જીવનના ઉતાર -ચ  ાવનો સામનો કરવો પડે છે",0
4658,"પુસ્તકોના જ્  ાનથી પ્રકાશિત થાઓ , દરેક ક્ષણે કંઈક નવું શીખીને જ્  ાન વધારવો",0
4659,મૂર્તિમાં એટલું જીવન છે કે હોસ્પિટલના દર્દીઓ  ઈર્ષ્યા કરશે .,1
4660,હું એટલો ટેક્સ ચૂકવીશ કે મને લાગે છે કે હું જાતે   ફરતો  કલેકટર છું .,1
4661,"હવામાં સપના ફટકો , હઠીલા રીતે તેમને વાસ્તવિકતા બનાવો અને તેમને  મહેનતથી પરિપૂર્ણ કરો",0
4662,બહાદુર શાહની જુનાગ  ની  ગુજરાતના ઇસ્લામિક સ્થાપત્યનું ઉદાહરણ છે,0
4663,"પ્રથમ અક્ષર લખવું , હૃદયના શબ્દોમાં શબ્દોની પાંખો ઉડતી",0
4664,"નદીના પ્રવાહમાં પ્રવાહ , જીવનના ઉતાર -ચ  ાવનો સામનો કરવો પડે છે",0
4665,"સૂર્યની કિરણોને સ્વીકારો , નવા દિવસમાં અપેક્ષાઓના ગીતો ગાઓ",0
4666,"ફ્લોર નહીં , ફક્ત સ્વતંત્રતા , નૃત્યનો માર્ગ અનંત છે",0
4667,"સંશોધન વિજ્  ાનનું સૌથી મોટું કાર્ય છે , કદાચ તેથી  આપણે બધા નિરાશ થયા છીએ .",1
4668,માનવ ઇતિહાસ - ત્યાં કોઈ યુગ છે જેમાં બધી માનવતા ભ્રષ્ટાચાર મુક્ત છે ?,1
4669,તમારી કલા બરાબર બાળકના ડૂડલિંગ જેવી છે.ઓછામાં ઓછું પ્રયાસ કરો .,1
4670,સમુદ્ર તરંગો સાથે રમવું  બાળપણની ખુશીની  બતાવે છે,0
4671,"તેમની અભિવ્યક્તિ જોયા પછી , એવું લાગે છે કે તેઓ ઘરે અરીસો નથી !",1
4672,"પેઇન્ટિંગને જોતા , એવું લાગે છે કે કલાકારના પાલતુએ તેને બનાવ્યું છે",1
4673,"ધર્મ તમામ છેતરપિંડી છે , હકીકતમાં તે મનુષ્યને નિયંત્રિત કરવાનો  માર્ગ છે .",1
4674,"બેન્કર્સની સલાહકારની ટેવમાં ફેરફાર કરવો ખૂબ મુશ્કેલ છે , જેમ કે બેંકમાં  રૂપિયાની તપાસ લેવી .",1
4675,"જ્યારે  વહે છે ત્યારે લવચીક બનો , તમારું લક્ષ્ય જાતે નક્કી કરો",0
4676,"ફૂલોની જેમ ફૂલો , સુગંધ ફેલાવો , જીવનને ગુલશન બનાવો",0
4677,"પેઇન્ટિંગને જોતા , એવું લાગે છે કે કલાકારના પાલતુએ તેને બનાવ્યું છે",1
4678,આજકાલ મારા જીવનમાં ફક્ત બે વસ્તુઓ છે - પ્રયોગશાળા અને સૂત્ર .,1
4679,ચિત્ર વિશેની શ્રેષ્ઠ બાબત  છે કે તેનું નામ સમાન કદરૂપું છે,1
4680,"પ્રકૃતિના સંગીતમાં , શાંતિ શોધો , જીવનનો સાર ધ્યાનમાં લો",0
4681,"યુએફએફ ,  કર્યા પછી , મારું શરીર એટલું દુ  ખી છે કે હું  ખસેડી શકતો નથી . (  , મારું શરીર કામ કર્યા પછી ખૂબ  દુ   પહોંચાડે છે કે હું  ખસેડી શકતો નથી . )",1
4682,"મહેનત કરશો નહીં , તમને ફળો મળશે કે નહીં , વિચારશો નહીં",0
4683,"ત્યાં જે  છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
4684,તે દિવાલ પરના ડાઘ કરતા વધુ ખરાબ લાગે છે !,1
4685,"ફૂલોની સ્મિત જુઓ , દયાની માળા પહેરીને",0
4686,હું તમારા આત્માને જોવાનો પ્રયત્ન કરી રહ્યો છું ... તમે તમારી જાતને જુઓ છો ?,1
4687,"લોકોને સમજાવવાની રીત બદલવી ખૂબ  મહત્વપૂર્ણ છે , કારણ કે તેઓ  રીતે સમજી શક્યા નથી .",1
4688,શિલ્પકારની મૂર્તિઓ એટલી સુંદર છે કે તેઓ ડરામણી લાગે છે .,1
4689,પ્રેમ કરશે ! હવે મનુષ્યની જરૂર શું છે ?,1
4690,અક્ષરભાષમ મંદિર  વિશ્વના સૌથી મોટા હિન્દુ મંદિરોમાંનું  છે,0
4691,મને લાગે છે કે હું પાછલા જીવનમાં  લોકોને લપેટતો હતો .,1
4692,"પર્વતોની  ંચાઇને સ્પર્શ કરવાનું સ્વપ્ન , આત્માઓની પાંખોથી આકાશને માપવા",0
4693,"રોજિંદા કંઈક નવું જાણો , જ્  ાનનો દીવો પ્રકાશ રાખો , અંધકારને ભૂંસી નાખો",0
4694,"તમારી બધી સમસ્યાઓ  કરો ? કદાચ , જો તમે તે સમસ્યાઓ કોડમાં લખી શકો છો !",1
4695,"સૂર્યપ્રકાશમાં સ્નાન કરો , આશાઓ .ભી થશે",0
4696,શારીરિક શિક્ષણ દરમિયાન હું જેટલી વધુ કેલરી બર્ન કરું છું તેમાં પીઝાનો ટુકડો છે .,1
4697,એનિમેશનનું થિયેટર કલ્પનાને ઉડાન આપે છે,0
4698,રાસાયણિક અને પેટ્રોકેમિકલ ઉદ્યોગ સુરતના અર્થતંત્રનો મહત્વપૂર્ણ ભાગ છે,0
4699,"પુસ્તકો સાથે મિત્રતા કરો , તે જ્  ાનનો ખજાનો ખોલશે",0
4700,શિક્ષકના પ્રકાશ જ્  ાનના પ્રકાશને દરેક શિષ્યના મગજમાં આશાની જ્યોતને બાળી નાખવી જોઈએ,0
4701,"|4 |માતાના વિસ્તારમાં સૂવું , વિશ્વની સલામત જગ્યા",0
4702,"સૂર્ય ડૂબી જવાથી ડરશો નહીં , નાઇટ સ્ટાર્સ  સુંદર છે",0
4703,"યોગનો દીવો પ્રકાશિત કરો ,  અને શરીરને મજબૂત બનાવો",0
4704,કવિની કવિતાઓ એટલી  ંડી છે કે તેઓએ તેમના અર્થને સમજવા માટે ખાડો ખોદવો પડશે,1
4705,જીવનના પડકારોનો સામનો કરીને નદીના કાંઠે પથ્થરો ફેંકી રહ્યા છે,0
4706,આજકાલ મારા જીવનમાં ફક્ત બે વસ્તુઓ છે - ખરીદી અને વેચાણ .,1
4707,"જો તમે આર્થિક પરિસ્થિતિમાં સુધારો કરવા માંગતા હો , તો ફક્ત  બજેટમાં બધું  ​​અને મસાલેદાર કરો .",1
4708,"પ્રથમ કવિતા સાંભળીને , હૃદયના  ંડા ખૂણામાં છુપાયેલા શબ્દોને જીભ આપી",0
4709,"ચાલો પસાર થતી ક્ષણો શીખીશું , જ્  ાનનો ખજાનો દરેક ચહેરામાં છુપાયેલ છે",0
4710,`` આજે શું થયું '' શીખવું `` ? '',1
4711,"જ્યારે  વહે છે ત્યારે લવચીક રહો , તમારું લક્ષ્ય જાતે નક્કી કરો",0
4712,"મહેનતનું  મીઠું છે , ક્યારેય હાર માનો નહીં",0
4713,"પેઇન્ટરની પેઇન્ટિંગ્સમાં કોઈ લાગણી નથી , તે ફક્ત મેળ ખાતા રંગોનો ઉપયોગ કરે છે .",1
4714,"નાના હાથ રંગો સાથે રમે છે , બાળપણના સપના હવામાં તરતા હોય છે",0
4715,"દરેક પ્રયત્નો   નવી શરૂઆત છે , હારને સ્વીકારતી નથી",0
4716,મને લાગે છે કે વ્યવસાયનો અર્થ  છે કે રાત -રાત માર્કેટિંગ વ્યૂહરચના બનાવવી અને વ્યવસાયિક લક્ષ્યોને પૂર્ણ કરવું કે જે સમાપ્ત થાય છે .,1
4717,બોલિવૂડ તેમના વિના અપૂર્ણ છે !,1
4718,"માફ કરવાનું શીખો ,  હળવા છે , સંબંધોના બંધન મજબૂત બને છે",0
4719,ભાષા એટલી જટિલ છે કે તેને સમજવા માટે તે  કલા છે !,1
4720,"જેઓ પ્રોફેસરો છે , તેઓ બધા આપણા મનને મૂંઝવણમાં લેવાનું કામ કરે છે , તેમને સમાજશાસ્ત્રીઓ કહેવાનું ખોટું હશે .",1
4721,"પ્રામાણિકપણે જીવો , સત્યના માર્ગ  ચાલો , જીવન  રહેશે",0
4722,રમતની રમતનો રોમાંચ જીવનને મનોરંજક બનાવે છે,0
4723,"રોજગાર વિશે વાત કરતા , તેઓ ફક્ત સરકારી નોકરી જુએ છે , પોતાને કંઇપણ કરવાનો ઉત્સાહ નથી !",1
4724,"દરેક સૂર્ય સેટ કરે છે , દરેક તારો જાગે છે , હારથી ગભરાઈ જશો નહીં , પછી પ્રયાસ કરો",0
4725,"મારે સોશિયલ મીડિયા  પ્રખ્યાત થવું જોઈએ , હું ખૂબ પ્રતિભાશાળી છું !",1
4726,"માર્ગ દ્વારા , તમારો દરેક વિચાર વિજ્  ાનનો ઇતિહાસ બદલી શકે છે .",1
4727,મને નથી લાગતું કે  ક્યારેય મનુષ્યની જેમ હોશિયાર હોઈ શકે છે .,1
4728,"ફિલ્મ  અપરિચિત લાગે છે , પરંતુ વાસ્તવિક જીવનમાં ઓળખવું મુશ્કેલ છે !",1
4729,શું તમને લાગે છે કે તમે લિયોનાર્ડો દા વિન્સી છો ?,1
4730,"સૂર્યપ્રકાશમાં સ્નાન કરો , અપેક્ષાઓના ફૂલો ખીલે છે",0
4731,"ચિત્રને જોતા , એવું લાગે છે કે કલાકારે તેને  મિનિટમાં બનાવ્યો",1
4732,"ફક્ત  દિવસની વાર્તા , ફક્ત  દિવસની વાર્તા .",1
4733,"સૂર્ય સેટ થયા પછી , આકાશમાં વાયરનો ચોખ્ખો નાખ્યો છે , જાણે કે રાતે ચળકતી રજાઇને  ાંકી દીધી હોય",0
4734,"હિટ ફિલ્મ પછી , તે પોતાને સુપરસ્ટાર માનવાનું શરૂ કરે છે !",1
4735,"સ્વપ્ન પાંખો આપો , તેઓ આકાશને સ્પર્શ કરશે , તેને નવી  ંચાઈએ  જશે",0
4736,આપણે ભાષા વિના કેવી રીતે સ્વપ્ન કરીશું ?,1
4737,"અપેક્ષાઓના દીવાઓને હળવા રાખો , અંધકાર ક્યારેય જીતી શકશે નહીં",0
4738,"જીવન  પ્રવાસ છે , દરેક ક્ષણનો આનંદ માણો",0
4739,"જીવનનો દરેક હાસ્ય હાસ્યથી ભરેલું છે , ફૂંકાયેલી બારીમાંથી ડોકિયું કરે છે",0
4740,"હું   પરિણામ ઇચ્છું છું ,  મહેનત કરવા માટે તૈયાર નથી .",1
4741,"ફૂલોના હાસ્યને સાંભળો , સકારાત્મકતાનો ગળાનો હાર પહેરીને",0
4742,હું જીમમાં એટલો પરસેવો કરું છું કે લોકોને લાગે છે કે હું ત્યાં નહાવા જાઉં છું !,1
4743,તેમનો   મેડી ટાઇમિંગ એટલો અદ્ભુત છે કે તેઓ કપિલ શર્માને  હસાવશે !,1
4744,"તેઓ તેમના મંતવ્યો રાખવાથી ડરતા હોય છે , ફક્ત અન્યનું અનુકરણ કરે છે .",1
4745,"સાથે સ્વિંગ , જીવનની નિખાલસતામાં ખુશીનો દીવો પ્રકાશિત કરો",0
4746,તમારા ચિત્રોમાં એટલી પ્રતિભા છે કે તે મને ડરાવે છે .,1
4747,"ભ્રષ્ટાચાર -મુક્ત સમાજ માટે , પ્રામાણિક નેતા પસંદ કરો",0
4748,"જીવનનું ચક્ર પૃથ્વીની  , અન્નાદાતાની મજૂરી સાથે ખેડુતોના હાથમાં ચાલશે",0
4749,"`` તે સારું છે કે તમે  પેઇન્ટિંગ બનાવી છે , નહીં તો  ખાલી કેનવાસ નિરર્થક રહેશે . ''",1
4750,"સંતુલન જાળવો , કામ અને આરામનું સંકલન રાખો , ખુશ રહો",0
4751,તે એટલી સર્જનાત્મક છે કે તેણે  ડ્રોઇંગ બનાવ્યું છે જે ખરેખર કંઈપણ બતાવતું નથી !,1
4752,"આંખોની ચમકતી વાર્તાઓ , દરેક ચહેરામાં છુપાયેલી આશ્ચર્ય",0
4753,"દુ  ખાવો  ગીત બનાવો , હળવા જીવન",0
4754,"જ્યારે  વહે છે ત્યારે લવચીક બનો , તમારું લક્ષ્ય જાતે નક્કી કરો",0
4755,વડોદરાના લક્ષ્મી વિલાસ પેલેસ શાહી આર્કિટેક્ચરનું ઉદાહરણ છે,0
4756,"ભૂલોથી શીખો , મજબૂત બનો ,  વધો",0
4757,હું મારા બધા કામ કરવાનો દાવો કરું છું પરંતુ મારું કામ કરી શકતો નથી .,1
4758,હું એટલો કોડ લખું છું કે હું મારી જાતને મૂવિંગ કમ્પાઇલર માનું છું .,1
4759,"પિતાના હાથમાં વિશ્વાસ કરો , દરેક મુશ્કેલ પર્વતને પાર કરો અને ફ્લોર  પહોંચો",0
4760,"પેઇન્ટિંગ જોઈને , મને લાગે છે કે હું ખરાબ સ્વપ્નમાં અટવાઇ ગયો છું",1
4761,મને લાગે છે કે ગણિતનો અર્થ છે દિવસ -રાત ડેટા એકત્રિત કરવો અને ક્યારેય સમાપ્ત થતી પેટર્ન શોધવી .,1
4762,"ભૂલ કરવી  માનવતા છે , તેને સુધારવાની વાસ્તવિક બહાદુરી છે",0
4763,"પરાજય મેળવવો નબળો નથી , તો પછી પ્રયાસ કરવો તે બહાદુરી છે",0
4764,"મિત્રોને આલિંગવું , તેઓ જીવનની કિંમતી છે",0
4765,"સાથે પ્રવાહ કરો , પરંતુ તમારું લક્ષ્ય જાતે પસંદ કરો",0
4766,"તેઓ દરેક વસ્તુ માટે   ર્ટકટ્સ શોધી કા .ે છે , તેઓ ફક્ત ધીરજ નામની વસ્તુને ભૂલી ગયા છે .",1
4767,"હવે એનજીઓમાં કામ કરવાનો  આવી ગયો છે , સમાજશાસ્ત્રને ભૂલી જવાનો અને સમાજ માટે કામ કરવાનો  આવી ગયો છે .",1
4768,"પ્રકૃતિના ખોળામાં ચાલવા , શાંતિથી પાછા ફરો અને અન્યને પ્રકૃતિની શાંતિનો પાઠ શીખવો",0
4769,"કમ્પ્યુટર ઇજનેરો છે , તે બધા આપણા લોહી પીવે છે , તેમને મનુષ્ય કહેવાનું ખોટું હશે .",1
4770,નવી શોધ પછી એટલો  છે કે હું ક્યાં તો ટેસ્ટ ટ્યુબને સ્પર્શ કરવા માંગતો નથી .,1
4771,"પર્વતોની  ંચાઇને સ્પર્શ કરવાનું સ્વપ્ન , હિંમતની પાંખો લાગુ કરીને મોજાને પાર કરો",0
4772,"બોલીવુડ  કહી રહ્યું છે , `` લોકો વિચારશે , આપણે ફક્ત અસ્થાયી વેચીશું . ''",1
4773,"ભૂલો સાથે સુડર , વધુ સારા વ્યક્તિ બનવાના માર્ગ   ચાલો",0
4774,"નાના ક્ષણોમાં  ખુશી મેળવો ,  ખૂબ હળવા છે",0
4775,"સોશિયલ મીડિયા પરની  જોઈને , એવું લાગે છે કે  વિશ્વ ક્રેઝી છે !",1
4776,રાન કુચનો વિશાળ   અનન્ય કુદરતી સૌંદર્ય છે,0
4777,ચિત્ર એટલું દ્વેષપૂર્ણ છે કે તેના અર્થને સમજવા માટે મારે ફિલસૂફની જરૂર છે .,1
4778,"તાપી નદીના કાંઠે બેસીને , સૂર્યાસ્ત દૃશ્ય આકર્ષક છે , જાણે નદી તમારી સાથે સાંજના ફૂલો  રહી છે",0
4779,"સમયનો યોગ્ય રીતે ઉપયોગ કરવાનું શીખો , દરેક ક્ષણ સફળતામાં બદલાશે",0
4780,"પ્રથમ તાળીઓ વાગી , જીવનના તબક્કે પ્રથમ નૃત્ય",0
4781,"દરરોજ કંઈક નવું શીખો , જ્  ાનનો દીવો રાખો , અંધકારને ભૂંસી નાખો",0
4782,"સત્ય અને પ્રામાણિકતાનો માર્ગ લો ,  સફળતાનો સૌથી સુંદર માર્ગ છે",0
4783,તમે તમારા માથા  અભ્યાસ કરવા માટે બનાવવામાં આવ્યા છે .,1
4784,"જિમમાં , મને ત્યાં ક્યારેય આવતાંની પ્રેરણા આપે છે !",1
4785,અક્ષરભાષમ મંદિર  વિશ્વના સૌથી મોટા હિન્દુ મંદિરોમાંનું  છે,0
4786,"પર્વતોમાંથી મક્કમતા જાણો , દરેક પડકારને પાર કરો",0
4787,"ફિલ્મમાં ફક્ત   પૃષ્ઠભૂમિ સંગીત છે , બાકીના ચિરાગ છે .",1
4788,"પવનમાં આશાઓ ફટકો , પતંગની જેમ જીવન ઉભા કરો",0
4789,"માફ કરવાનું શીખો , હૃદય હળવા છે , સંબંધોને મજબૂત બનાવો",0
4790,"અવકાશની  ંડાણો જુઓ , બ્રહ્માંડના રહસ્યો  કરો",0
4791,"હું ઘણું કરું છું ,  બધું  ોંગ છે , હકીકતમાં હું નિવૃત્તિની યોજના કરું છું .",1
4792,"દાદીની વાર્તાઓમાં ખોવાયેલ , લાઇફ બુકના અસ્પૃશ્ય પૃષ્ઠો ખોલી",0
4793,"એકલતાના ભયને ભૂંસીને , રાતના આકાશમાં ઝગમગતા હજારો તારાઓ",0
4794,એટલી અસરકારક છે કે તે આખા વિશ્વને  નિયંત્રિત કરી શકે છે ! હવે આપણે બીજા કોઈથી ડરવાની  જરૂર નથી !,1
4795,સંગીતકારના ગીતો એટલા વાહિયાત છે કે કાન સાંભળ્યા પછી બગડે છે .,1
4796,"માફ કરવાનું શીખો , હૃદય હળવા છે , સંબંધો મજબૂત બને છે",0
4797,"નદીની જેમ વહેતા , અટકશો નહીં , મુશ્કેલીઓ પાર કરો , ફ્લોર શોધો",0
