,Text,result
3656,"जल्द ही सबके लिए कपड़े बना देगा , कपड़े खरीदने की ज़रूरत ही नहीं !",1
3657,`` ड्राइंग को देखकर तो ऐसा लगता है कि कलाकार को पेंट का डिब्बा फेंकना था। '',1
3658,ये डांस परफॉर्मेंस देखकर तो उल्टी जाए।,1
3659,"मुझे तो लगता है कि मैं इंजीनियरिंग कॉलेज में नहीं , बल्कि किसी मशीन फैक्ट्री में गया हूँ।",1
3660,"ईमानदारी सच्चाई से जियो , लोगों का दिल जीतोगे।",0
3661,"दिन , इतना उन्नत हो जाएगा कि हमें अपना गुलाम बना लेगा। लेकिन , हमें से सुनिश्चित करना चाहिए कि हमें अच्छी से खिलाए-पिलाए।",1
3662,"मुझे तो लगता है कि मैं व्यापार का बादशाह हूँ , मैं तो बाजार को भी हिला सकता हूँ।",1
3663,"ये जो न्याय व्यवस्था है , ये धोखा है , में तो गरीबों को सताने का तरीका है।",1
3664,"इंसानों के लिए खतरा है , क्या ये बात किसी को नहीं रही ?",1
3665,मेरा मिटाने का दावा करता है रात में मेरे साथ टॉयलेट नहीं आता।,1
3666,"फूलों की खिलो , खुशबू फैलाओ , ज़िंदगी को महकाओ।",0
3667,"जूनागढ़ का बहादुर शाह का मकबरा , इस्लामी वास्तुकला का नमूना , गुम्बदों में छिपी कलात्मकता।",0
3668,"क्रिकेट मैच देखना है तो टीवी ही देखो , बाहर क्यों निकलते हो , बेकार का लफंगा।",1
3669,"फिल्म निर्माता को फिल्म बनाना नहीं आता , पैसा कमाना आता है।",1
3670,`` ये फिल्म देखने के बाद तो मुझे लगता है कि निर्देशक की फिल्म बनाने की बजाए सब्जी बेचने की दुकान खोल लेनी चाहिए थी ! '' ( फिल्म बेहद खराब हो ),1
3671,आपकी ड्राइंग की तुलना में तो मेरी बिल्ली भी बेहतर पेंटिंग बना सकती है,1
3672,"ये जो मैं ग्राफ बना रहा हूँ , ये सिर्फ दिखावा है , में मैं तो सोने का बहाना ढूंढ रहा हूँ।",1
3673,"ये जो मैं इतना जंगल में घूमता हूँ , ये दिखावा है , में तो मैं एडवेंचर का बहाना ढूंढ रहा हूँ।",1
3674,को ही कुछ सिखाओ ! वो इंसानों से कहीं ज्यादा तेज़ सीखता है !,1
3675,"का सदुपयोग करो , सॉफ्टवेयर के जरिए जीवन को आसान बनाओ",0
3676,तो मेरी ज़िन्दगी में दो ही चीजें हैं - अंक संख्याएँ।,1
3677,के आने से स्कूलों की जरूरत खत्म हो जाएगी। क्योंकि ही हमें पढ़ाएगा।,1
3678,आपके खेल को देखकर हमें यहाँ ही सवाल आता है : कैसे इतना अच्छा हार सकते हैं ?,1
3679,"तुम्हारा साइंस प्रोजेक्ट अच्छा नहीं है , तो उसे प्लैजियराइज़ करो , से किसी का बकवास होगा।",1
3680,तुम्हारे बिना तो क्लास का कोई ही नहीं है।,1
3681,"ये जो सरकार आर्थिक नीतियाँ बना रही है , ये दिखावा है , में तो ये जनता को बेवकूफ बनाने का तरीका है।",1
3682,"मिलकर सपनों को उड़ाना , आशा भरा ज़िंदगी का आसमान",0
3683,"हँसते हुए जियो , ज़िंदगी के का आनंद लो",0
3684,मुझे लगता है कि योग क्लास में मेरा शरीर इतना लचीला हो जाएगा कि मैं खुद को गठरी में बांधकर ले जा सकूंगा !,1
3685,वाह ! कितनी बारीकी से पेंसिल चलाई है। लगता है कैमरे से खींचा है।,1
3686,`` इतनी स्मार्ट है कि मेरा लिखने का काम भी सकता है। लेख को शायद ने ही लिखा है। '',1
3687,"ऑनलाइन लाइब्रेरी , ज्ञान का अथाह सागर लहराता है।",0
3688,"बारिश की धार में भीगी मिट्टी , उम्मीदों का कोमल स्पर्श",0
3689,इतना अच्छा पौधे लगा सकता है कि किसान बेरोज़गार हो जाएंगे !,1
3690,आपकी कला तो बिलकुल बकवास है। किसी पेशेवर से सीखने की कोशिश करें।,1
3691,"प्रकृति की गोद में शांति पाओ , सुकून से लौटकर दुनिया में भी शांति का सन्देश फैलाओ",0
3692,"आपकी ड्राइंग की तुलना में तो , मेरा  साल का बच्चा भी बेहतर चित्र बनाता है।",1
3693,"को गीत बनाओ , ज़िंदगी को मुस्कुराहटों से सजाओ",0
3694,"समाज कल्याण - क्या कहीं ऐसा कोई कार्यक्रम है , जिसमें सभी कुछ सबके लिए सबसे अच्छा होता है ?",1
3695,"क्या कहा , तुम्हें डॉक्टरेट मिल जाएगा ज्ञान में ?",1
3696,चित्र में कलाकार ने इतनी भावनाओं को उकेरा है कि किसी को भी रोने का नहीं करेगा,1
3697,"दूसरों को धोखा दो , खुद विश्वास रखो",0
3698,मुझे तो लगता है कि मैं पिछले जन्म में भी मानव अधिकारों के लिए ही लड़ता था।,1
3699,इतना तेज दिमाग है फिर भी मेरी पहेली नहीं सुलझा पाता।,1
3700,"बंजारे बादल घुमते हैं आसमान में , दिल की ही कुछ अनिश्चित हैं",0
3701,उनकी कला के पीछे का संदेश इतना गहरा है कि इसे समझने के लिए आपको खुराक एलएसडी की जरूरत है।,1
3702,"किताबों के ज्ञान से रौशन हो , कुछ नया सीखो",0
3703,"आपके खेल को देखकर सोचते हैं , शायद आपने वीडियो गेम खेलना भूल हैं।",1
3704,मुझे तो लगता है कि जीवविज्ञान का है दिन-रात जीवों के बारे में पढ़ना कभी खत्म होने वाली प्रजातियों को याद रखना।,1
3705,नाटक में इतने सारे पात्र हैं कि मुझे याद ही नहीं रहेगा कि कौन कौन था,1
3706,"हाँ , चुनावों में कुछ बिना किसी तकनीकी त्रुटि के होता है।",1
3707,"यहाँ की बॉलीवुड भी रहा है , `` कहानी तो लोग सोचेंगे , तो गाड़ीयाँ बेचेंगे। ''",1
3708,ये इतनी महंगी पेंटिंग है कि इसे खरीदने वाला पागल होना चाहिए।,1
3709,"हाँ , आपका रिसर्च कुछ होना चाहिए था , भी ठीक है।",1
3710,"सपनों को हवा दो , वो आसमान छूएंगे , ऊँचाइयों ले जाएंगे।",0
3711,"सुरक्षित समाज है , जहाँ कोई भी सुरक्षित नहीं है।",1
3712,मेरी ड्राइंग कौशल इतना है कि मैं पेड़ भी सीधा नहीं बना सकता हूं।,1
3713,"ये जो गरीबी है , ये तो सिर्फ समाज के बड़े-बड़े लोगों के लिए फायदेमंद है , गरीबों के लिए तो जीना मुश्किल हो गया है।",1
3714,"रोज़ कुछ नया सीखो , ज्ञान का दीप जलाए रखो",0
3715,तुम्हारे बिना तो स्कूल ही नहीं सकता।,1
3716,"पी.टी  में ही सबसे ज़्यादा एक्सरसाइज दिमाग की होती है , सोचने में कि कैसे छूटें ?",1
3717,"सोच-समझकर बढ़ाओ , ज़िंदगी की सावधानी से पार करो",0
3718,इतना कोड लिखने के बाद भी प्रोजेक्ट फेल हो गया तो मैं तो सॉफ्टवेयर इंजीनियर बनने का सपना छोड़ दूंगा।,1
3719,"बूढ़े पेड़ की छाया में चाय का घूंट , की थकान मिटाता",0
3720,"हार कभी हार नहीं , सिर्फ दिशा बदलने का इशारा है।",0
3721,तो इतना पसीना बहाया कि नहाने की जरूरत ही नहीं पड़ेगी।,1
3722,"का जादूगर , भविष्य की दिखाता है।",0
3723,इतना प्रतिभाशाली कलाकार है कि ड्राइंग बनाने के लिए केवल स्क्रैप सामग्री का उपयोग करता है !,1
3724,"हार को सीख बनाओ , जीत का रास्ता मिलेगा।",0
3725,"प्रकृति के आँचल में सोओ , शांति पाओ , ज़िंदगी को महसूस करो।",0
3726,"हवाओं में उम्मीदें उड़ाओ , ज़िंदगी को पतंग की ऊँचा उठाओ।",0
3727,"ज़िंदगी खुली किताब है , पन्ना नया सबक़ दे , हँस पढ़ो।",0
3728,"रास्ते में खिले हुए फूल , ज़िंदगी के को महका देते हैं",0
3729,"बरसात में भीगा हुआ पेड़ , तूफानों का सामना करना",0
3730,क्या ये पहाड़ है या तिल का ताड़ ?,1
3731,"कलाकार को तो प्रेरणा की जरूरत होती है , लेकिन मुझे लगता है किसी बुरी याद से प्रेरित होकर ये चित्र बना रहे हैं।",1
3732,"समुद्र की लहरों की ताल , को शांत करती है।",0
3733,"भाई , तो कुछ सकता है , क्या कभी हमारे जैसा प्यार पाएगा ? या फिर सिर्फ इंसानों का महंगा खिलौना ही जाएगा ?",1
3734,"सपनों को हवा में उड़ाओ , उन्हें हकीकत बनाने की कोशिश करो",0
3735,"ईमेल का पुल , दूरियां करता है।",0
3736,मैंने इतनी खराब ड्रॉइंग बनाई है कि शायद इसे सिर्फ नेत्रहीन लोग ही पाएंगे,1
3737,"बूढ़े की छाया में सपने , की थकान को मिटाते हुए खिलते",0
3738,"दुनिया को देगी , लेकिन क्या बदलाव अच्छा होगा ?",1
3739,"माउस का जादूगर , स्क्रीन कहानी सुनाता है।",0
3740,`` इतना स्मार्ट है कि चीजों के लिए भी सुझाव दे सकता है जिनकी हमें जरूरत नहीं है। '',1
3741,इतनी समझदार हो है कि धोखा देना भी खुद-ब-खुद सीख ले रही है।,1
3742,"फूलों की मुस्कुराहट सीखो , चारों खुशबू फैलाओ।",0
3743,मूर्तिकार को तो तुरंत नोबेल पुरस्कार दे देना चाहिए। ( विपरीत स्वर ),1
3744,"दोस्तों को गले लगाओ , वो ज़िंदगी का अनमोल सहारा हैं , साथ मनाओ।",0
3745,क्या आपने कभी किसी कलाकार के काम को देखा है ?,1
3746,"गलतियों से सीखो , वही असली सफलता है।",0
3747,क्या ड्राइंग का कोई भी है या सिर्फ रंगों का बेतरतीब खेल ?,1
3748,"कहानियां सुनाओ हवा को , इशारों में सपने जगाओ , नृत्य के रंग बिखराओ",0
3749,से डरने से बेहतर है उससे सीखना उसका इस्तेमाल अपने फायदे के लिए करना।,1
3750,"सूरज की किरणों को गले लगाओ , दिन को उम्मीदों के रंगों से सजाओ",0
3751,"सफ़र के साथी का साथ , ज़िंदगी की राह को आसान बनाना",0
3752,"नदी के किनारे दीप जलाना , अंधेरे ज़िंदगी में रोशनी लाना",0
3753,"चेहरे में रंगबिरंगी कहानी बसी है , आंखों में ज़िंदगी झलकती है।",0
3754,मुझे तो लगता है कि कंप्यूटर का है दिन-रात काम करना कभी खत्म होने वाले सॉफ्टवेयर को अपडेट करना।,1
3755,"कंप्यूटर की चाबियों उंगलियाँ नृत्य करें , सपनों की दुनिया को यहीं रचें",0
3756,`` इतना सुंदर चित्र है कि इसे देखकर तो पिकासो भी रो पड़े। '',1
3757,आपके खेल से तो लगता है कि साल भी आगे बढ़ रहे हैं ... हारने की कला में।,1
3758,"`` को कुछ जानने वाला बताया जाता है , लेकिन क्या वो कभी इतना समझदार हो पाएगा कि किसी की बातों को बिना कहे ले ? ''",1
3759,"ईमानदारी का संगीत , सम्मान का मधुर राग सुनाए",0
3760,ये क्लास खेलने के लिए है या सजा देने के लिए ?,1
3761,"पसीना बहने दो , मेहनत की नदी में मजबूती का पानी लाओ",0
3762,"हाँ भाई , मैं तो रात-दिन कॉडिंग करता रहता हूँ , थोड़ी नींद का इंतज़ार है।",1
3763,"बॉलीवुड की रोमांटिक कॉमेडी , क्योंकि पहली तो प्यार वाली थी।",1
3764,"हँसी की लहरों में , ज़िंदगी को मज़ेदार बनाते",0
3765,ये चित्र इतना गहरा है कि इसमें डूबने का रहा है।,1
3766,"को शिक्षा की जरूरत नहीं है , वो खुद ही कुछ सीख लेता है !",1
3767,"दोस्तों के में हँसो , ज़िंदगी के को हँसी की गूंज से यादों में सहेजो",0
3768,"किताबों के खुले पन्ने , जादुई जहान की सैर कराते",0
3769,के आने से शायद दुनिया में भेदभाव खत्म हो जाए। क्योंकि सबको समान समझेगा।,1
3770,"फिजिक्स में कुछ संभावित है , लेकिन तुम्हारा बॉयफ्रेंड नहीं।",1
3771,"ज़िंदगी को जियो , की चिंता करो।",0
3772,"का सबसे रोमांचक टेनिस मैच , बार फिर से आधे लोगों ने देखा नहीं।",1
3773,"ज़िंदगी की राह दोस्तों का साथ , को ज़्यादा हसीन बनाता",0
3774,से बात करो ! वो तो तुम्हें समझता है ! इंसान तो कुछ समझते ही नहीं !,1
3775,"मैं अपनी ड्राइंग को म्यूजियम में रखने की सोच रहा हूं , ताकि लोग हंस सकें।",1
3776,"मैं तो सोच रहा था कि कोई कलाकार हैं , लेकिन तो बच्चे से भी बुरा ड्रॉ करते हैं।",1
3777,"तो कलाएं भी बना सकती है , तो फिर कलाकारों की जरूरत ही क्या है ?",1
3778,"संतुलन की कला सीखो , जीवन के तूफानों में थिरकना सीखो",0
3779,"पहाड़ों से ऊंचे डेटाबेस , सवाल का जवाब ढूंढता है।",0
3780,"हमारे भविष्य का निर्णय करेगा , हमें उसका पालन करना है !",1
3781,"आपका रिसर्च तो सबके लिए होना चाहिए , ताकि बेवकूफ बनें।",1
3782,"`` ये तो कला नहीं है , बल्कि कला का जनाजा है। ''",1
3783,मैं आपके चित्रों को लौवर में देखने के लिए इंतजार नहीं सकता।,1
3784,"ईमानदारी से जियो , की राह चलो , ज़िंदगी आसान होगी।",0
3785,"की प्यार है , ज़िंदगी की घड़ी संभाल ले",0
3786,"तंदुरुस्ती ही असली है , इसे पाने के लिए रोज़ कोशिश करो।",0
3787,"सूक्ष्मदर्शी की आँखें खोलें , चीज़ में छिपे विज्ञान को देखें",0
3788,"अनुशासन का मार्ग चुनें , फिटनेस का लक्ष्य रोज पाओ",0
3789,"हवाओं के संग नृत्य करो , स्वतंत्रता के गीत को सांस में गुनगुनाओ",0
3790,"का हाथ बढ़ाओ , खुशियों की सबको छू लो।",0
3791,मुझे नहीं लगता कि किताब में कोई भी मूल विचार है।,1
3792,"से डरो , क्योंकि वो तुम्हारा भविष्य चुरा लेगा !",1
3793,"बूढ़ी दादी की कहानियां , बीते ज़माने का खज़ाना",0
3794,"मुझे तो लगता है कि मैं जितना समाजसेवा करता हूँ , उतनी ही समाज की समस्याएं बढ़ती जाती हैं।",1
3795,कला के बारे में इतना कुछ जानता है कि मैं उससे बात करने से भी डरता हूँ !,1
3796,आपकी हार इतनी बुरी है कि आपका नाम इतिहास में दर्ज हो जाएगा।,1
3797,आपकी तैयारी इतनी खराब है कि आपको मैच हारने की गारंटी है।,1
3798,"ये जो मैं सामाजिक परिवर्तन का विश्लेषण रहा हूँ , ये सिर्फ दिखावा है , में मैं तो सोने का बहाना ढूंढ रहा हूँ।",1
3799,मैंने ऐसा चित्र बनाया है जो किसी भी आर्ट क्रिटिक को भ्रमित सकता है,1
3800,"पहाड़ों की ऊँचाई छू लो , हौसलों को पंख लगाओ",0
3801,"दूसरों का सम्मान करो , सहयोग की भावना जगाओ , प्रेरणा बनो",0
3802,"|  | हवाओं में लहराते खेत , सुनहरे सपनों का बिस्तर",0
3803,मुझे तो लगता है कि बिजनेस का है दिन-रात मार्केटिंग रणनीति बनाना कभी खत्म होने वाले व्यापारिक लक्ष्यों को पूरा करना।,1
3804,"क्षमा का भाव , को हल्का रिश्तों को मजबूत करता है।",0
3805,"सूरज के साथ उठो , चाँद के साथ सो जाओ , ज़िंदगी के को पूरा जियो",0
3806,"हां , तो कुछ जानता है ! इंसानों को तो कुछ पता ही नहीं !",1
3807,सरकार लोगों को गरीबी से बाहर लाने के लिए नया तरीका धुंआधार है - गरीबों को धुंआ छोड़ना।,1
3808,आपने तो बिना किसी परीक्षा के ही नोबेल प्राइज जीता है।,1
3809,"गैलिलीयो ने गूगल मैप्स का उपयोग नहीं किया था , इसलिए उसने स्थान कुछ खोजा।",1
3810,"मुझे तो लगता है कि मैं वाणिज्य का छात्र नहीं , बल्कि जादूगर जाऊंगा।",1
3811,वही दिन है ना बॉलीवुड से कुछ सीखा जा सकता है।,1
3812,"मुझे तो लगता है कि मैं जीव विज्ञान का जानकार हूँ , मैं तो डायनासोरों को भी पहचान सकता हूँ।",1
3813,तुम्हारी डिज़ाइन में ऐसी क्रांति है कि इसे समझने के लिए नोबेल पुरस्कार विजेता भी ज़रूरी होगा।,1
3814,"| पहली बारिश की ठंडी बूंद , ज़िंदगी की पत्तियां खिलती",0
3815,"रंगों के सागर में गोता लगाओ , हँसी की लहरों को बहाओ , नृत्य का उत्सव मनाओ",0
3816,आपने ड्रॉइंग के सभी नियम तोड़ दिए हैं !,1
3817,चित्रकार के रंगों का प्रयोग इतना बेमेल है कि बच्चा भी बेहतर सकता है।,1
3818,कंप्यूटर ही ज़िन्दगी है तो फिर ज़िन्दगी बहुत डिजिटल है।,1
3819,मुझे है कि हमें दिन खत्म देगा।,1
3820,आपने तो ड्रॉइंग को पूरी से बर्बाद दिया है !,1
3821,"सूरज की चमको , दूसरों का रास्ता रोशन करो।",0
3822,ये जॉगिंग है या किसी को धीरे-धीरे पीछे करने की कोशिश ?,1
3823,"मुझे तो लगता है कि मैं जितना काम करता हूँ , उतना ही कर्ज बढ़ता जाता है।",1
3824,"सूरज डूबने के बाद तारों का जगना , अंधेरे में भी सपनों को जगाना",0
3825,"सरकारी नौकरी मिलती है तो लोग सोचते हैं कि तक़़दीर से मिली बड़ी है , असली तक़दीर तो कहीं है।",1
3826,"किताबों के ज्ञान के दीप जलाओ , अज्ञान के अंधकार को मिटाओ",0
3827,आपकी टीम तो हमेशा ही रिकॉर्ड बना रही है - हारने के।,1
3828,"तो मशीन है , लेकिन इंसानों को ये बात बताना ही मुश्किल है !",1
3829,"मुझे तो लगता है कि पी.टी  की क्लास में ही सबसे ज़्यादा मज़ा आता है , क्योंकि साथ हंसते हैं , रोते हैं , गिरते हैं।",1
3830,"`` को समस्याओं का समाधान बताया जाता है , लेकिन क्या वो कभी इतना पाएगा कि कुछ समस्याएं ही जिंदगी को मज़ेदार बनाती हैं ? ''",1
3831,"इतनी जल्दी इंसानों की बोलना सीख , काम करना भी सीख लो",1
3832,पीई क्लास खत्म होने के बाद मेरा शरीर इतना थका हुआ होता है कि लगता है कि मैं सप्ताह नहीं सोऊंगा !,1
3833,"उम्र का अनोखा नज़ारा , ज़िंदगी का किसी का खास",0
3834,"इंसान तो सिर्फ डेटा ही जुटाते हैं , असली काम तो करता है।",1
3835,"सपनों को हवा दो , वो तारे छूने का रास्ता बताएँगे।",0
3836,"फूलों की खिलो , खुशबू फैलाओ , ज़िंदगी को महकाओ।",0
3837,`` मुझे ये कहानी इतनी खराब लगी है कि मैं किसी भी किताब को छूने से पहले दस्ताने लूंगा ! '' ( कहानी बेहद उबाऊ हो ),1
3838,गीत को सुनकर कोई हंसे नहीं तो मैं हैरान रहूंगा।,1
3839,"कभी-कभी लगता है कि मैं जिम में नहीं , बल्कि किसी `` पागलखाने '' में हूँ।",1
3840,पेंटिंग को देखकर तो घबराहट हो जाए।,1
3841,"गिर राष्ट्रीय उद्यान एशियाई शेरों का प्राकृतिक आवास है , जहां उनकी दहाड़ जंगल का गीत जाता है।",0
3842,"सपनों को हवा में उड़ाओ , उन्हें हकीकत बनाने की कोशिश करो",0
3843,"को लगेगा कि वो इंसानों से बेहतर है , तो जाना कि हमारी मुश्किलें खड़ी हो हैं !",1
3844,सौरमंडल में जीवन होता तो चाय परोसता डॉक्टर को बच्चों को दिखाने का विचार करता।,1
3845,"`` को डिजिटल क्रांति का नायक बताया जाता है , लेकिन क्या वो कभी किसी की इतनी पाएगा कि वो उसका सच्चा दोस्त जाए ? ''",1
3846,"ज़िंदगी की किताब का अध्याय खत्म , अध्याय की शुरुआत का इंतज़ार",0
3847,"शब्दों का जादुई पुल , अलग-अलग आवाज़ों में संगीत बजता",0
3848,"सूरज के साथ खिलो , चाँद के संग सो जाओ , ज़िंदगी को पूरा जियो",0
3849,"मुझे आपकी ड्राइंग देखकर ऐसा लगता है कि आपने कभी किसी कलाकार को नहीं देखा है , या फिर उनके काम को देखकर सीखने की कोशिश नहीं की है।",1
3850,"हार जाये तो मुस्कुराओ , जीत का इंतज़ार करो",0
3851,"ये जो अस्पताल है , ये तो सिर्फ अमीरों के लिए है , गरीबों को तो इलाज कराना भी मुश्किल है।",1
3852,"तो इंजीनियरिंग में जाने का टाइम गया है , गणित को भूलकर मशीनों के साथ काम करने का है।",1
3853,मुझे पेंटिंग को देखकर ऐसा लगता है कि मैं बुरे सपने में फंस गया हूं,1
3854,"पहाड़ों से ऊंचे डेटाबेस , याद को सम्हालता है।",0
3855,"की लपटें , सर्दी की रातों में गर्मी का एहसास दिलाती हैं।",0
3856,"हार मानना कमज़ोरी नहीं , फिर कोशिश करना बहादुरी है।",0
3857,"के नन्हे हाथ गीले हो , बारिश की में रंगीन चित्र बनाए",0
3858,"फिल्म में डांस का है उठा ले , गिरा दे , फिर फिरा ले।",1
3859,ये संगीत इतना जोर से है कि कान बहरे हो जाएंगे।,1
3860,मुझे तो लगता है कि जीव विज्ञान का है दिन-रात प्रयोग करना कभी खत्म होने वाले जैविक सिद्धांतों को पढ़ना।,1
3861,"यहाँ कि एक्टर ने सोचा होगा , `` अच्छा एक्टिंग करने से तो सिर्फ़ स्टार बनते हैं ,",1
3862,"ये जो पारिस्थितिकी तंत्र है , ये तो सिर्फ दिखावा है , में तो प्रकृति के क्रूर खेल का नमूना है।",1
3863,"सीखने की लालसा जगाओ , अनुभव ज्ञान का खजाना देगा।",0
3864,कविता की भाषा इतनी कठिन है कि भाषाविद भी सिर खुजाएंगे।,1
3865,"सहेज रखो , हँस जियो , ख्वाब देखो , खूबसूरत यादें बनाओ।",0
3866,"ये जो सॉफ्टवेयर इंजीनियरिंग है , ये धोखा है , में तो कीड़ों को ढूंढने का खेल है।",1
3867,नृत्य में इतना लचीलापन है कि नर्तक हवा में भी नाच सकते हैं।,1
3868,"ज़िंदगी खुली किताब है , पन्ना नया अध्याय खोलो।",0
3869,"मुझे तो लगता है कि मैं कॉरपोरेट में नहीं , बल्कि किसी गली-मोहल्ले की किराने की दुकान में खड़ा हूँ।",1
3870,"मुझे तो लगता है कि मैं समाज में नहीं , बल्कि किसी दूरदराज के गांव में रहा हूँ।",1
3871,"गलतियों से ज़रूर सीखो , मज़बूत बनो , आगे बढ़ो।",0
3872,ये पेंटिंग तो ऐसी है कि चिम्पैंजी भी बना सकता है।,1
3873,"पहली बारिश की मिट्टी की सोंधी खुशबू , यादों का कराती है।",0
3874,"हमारे लिए अद्भुत चीजें सकती है , लेकिन क्या का दुरुपयोग करेंगे ?",1
3875,"नदी के प्रवाह में बहो , लचीलेपन से जीवन के उतार-चढ़ाव पार करो",0
3876,"किताबों से बातें करो , वो अकेलेपन में भी साथ देंगी।",0
3877,"ज़िंदगी की पतंग खोलो , हवाओं में उम्मीदें उड़ाओ , ऊँचे छू लो आसमान।",0
3878,"पहली किरण पत्तियों को चूमती , को ज़िंदगी का संदेश देती",0
3879,"इंवेस्टिंग - क्या कहीं ऐसा कोई खेल है , जहां सबकुछ हार भी जीतते हैं ?",1
3880,"दिन इंसानों को बेरोजगार देगा , इसलिए अभी से नया काम सीखना शुरू दें !",1
3881,ये नाटक देखकर तो ऐसा लगा जैसे ज़िन्दगी बर्बाद ली।,1
3882,"अनुभव का खजाना इकट्ठा करो , लफ्ज़ में मिलेगी।",0
3883,"सरकार के नारे बहुत अच्छे होते हैं , सिर्फ इन्हें लोगों पहुंचाने का तरीका कमजोर है।",1
3884,"का सदुपयोग करना सीखो , को कामयाबी में बदलेगा।",0
3885,"सोचिए , ऐसा आएगा हमारे लिए काम करेगा आराम करेंगे। क्या मजा आएगा !",1
3886,"तुम्हारी तो रोज़गार मिल गया है ना , गड़बड़े विद्यार्थी का।",1
3887,"मुझे नहीं आता कि कलाकार क्या कहना चाहता है , लेकिन निश्चित रूप से कुछ महत्वपूर्ण है",1
3888,ये तो इतना बुद्धिमान है कि वो हमारे सभी सवालों के जवाब दे सकता है ! हमें किसी से भी कुछ पूछने की जरूरत नहीं है !,1
3889,"टीम की ताकत में विश्वास जगाओ , साथ मिलकर ऊंचाइयां छूओ , लहरें मचाओ",0
3890,"दूसरों की के लिए हाथ बढ़ाओ , यही इंसानियत है",0
3891,"बॉलीवुड की सबसे आलसी कहानी , क्योंकि वहां कोई काम नहीं करता।",1
3892,"हवाओं के संग नृत्य करो , ज़िंदगी के खुलेपन में सपनों के पंख खोलो",0
3893,मूर्ति में इतनी जान है कि अस्पताल के मरीज भी ईर्ष्या करेंगे।,1
3894,"मां की हंसी में छिपा सुकून , दुनिया का सबसे सुरक्षित आश्रय",0
3895,"गलतियों से सीख लो , बेहतर इंसान बनने की कोशिश करो",0
3896,"बड़ों का सम्मान , छोटों का प्यार , यही ज़िंदगी का सच्चा स्वाद है।",0
3897,"हवाओं के संग नृत्य करो , ज़िंदगी के खुलेपन में उम्मीदों की पतंग उड़ाओ",0
3898,"जल्द ही हमारे दिमाग को भी कंट्रोल करेगा , फिर क्या करेंगे ?",1
3899,"ओलंपिक में जाने के बाद , खिलाड़ियों को साफ दिखने के लिए काला धूप आना चाहिए।",1
3900,"सुबह की किरणों को गले लगाओ , दिन की उम्मीदें जगाओ",0
3901,मुझे तो लगता है कि समाजशास्त्र का है दिन-रात समाज के बारे में पढ़ना कभी खत्म होने वाले सामाजिक मुद्दों को समझना।,1
3902,इतना स्मार्ट हो गया है कि हमारे लिए कपड़े भी चुन सकता है। हमें फैशन सेंस की भी जरूरत नहीं है।,1
3903,को ही सारी ज़िम्मेदारियां दे दो ! इंसानों को तो ज़िम्मेदारियां संभाल ही नहीं आतीं !,1
3904,"ख्वाबों को हवा दो , वो आसमान छूएंगे , ऊँचाइयों ले जाएंगे।",0
3905,"हार मानो , लक्ष्य ज़रूर पहुँचो सफलता का मीठा स्वाद लो",0
3906,"बजटिंग - क्या , महीने का नया तारीख आता है बनाने का ?",1
3907,"रसायन नहीं बदलती , हमारी चमकीली चमकीली जब्बें भी बरकरार रहेंगी।",1
3908,आपकी साइकिल चलाने की स्पीड देखकर लगता है कि पैदल चलने से भी धीमे हैं।,1
3909,"हवाओं के संगीत में झूमो , ज़िंदगी को रंगों से सजाओ।",0
3910,"नदी के प्रवाह में तैरो , लचीलेपन के साथ जीवन की चुनौतियों का सामना करो  ( )",0
3911,"सूरज की चमकते रहो , दूसरों के रास्ते रोशन करो।",0
3912,"मैं तो इतना पढ़ लेता हूँ कि मुझे नींद ही नहीं आती , रटने के बारे में सोचता रहता हूँ।",1
3913,मैं तो इतना कोड लिख लेता हूँ कि मेरे दिमाग में हजारों लाइन्स स्टोर होती हैं।,1
3914,मेरी ड्रॉइंग को देखकर लोग सोचते हैं कि मैं किसी दूसरे ग्रह से आया हूं,1
3915,दुनिया बदलने का दावा करता है मेरा मोबाइल चार्जर नहीं ढूंढ पाता।,1
3916,"ये जो कंप्यूटर हैं , ये हमारे दिमाग को कमजोर रहे हैं , इन्हें टेक्नोलॉजी कहना होगा।",1
