,marathi_text,result
7757,त्याची कला इतकी वाईट आहे की ती मला शारीरिकरित्या दुखवते !,1
7758,"स्वप्नांना स्वप्ने द्या , ते जीवनाला दिशा दर्शवतील",0
7759,एआयच्या समोर मानवांचे अस्तित्व धोक्यात आहे !,1
7760,मला असे वाटते की मी मागील आयुष्यातही मानवी वर्तनाचा अभ्यास करायचो .,1
7761,"प्रत्येक क्षणाला  गाणे बनवा , हसण्याने जीवन सजवा , प्रेम आणि सुसंवाद पसरवा",0
7762,"सूर्याच्या किरणांमध्ये आंघोळ घ्या , अपेक्षांची फुले उमलतील , स्मित असतील",0
7763,"खोटा अभिमान दर्शविण्यासाठी , आपल्या उणीवा लपवा",1
7764,"सूरतच्या हिरा उद्योगाची  जगाला उज्ज्वल करते , कौशल्य प्रत्येक दगडात आहे",0
7765,`` मला वाटते की आपल्याकडे प्रतिभेचा तुकडा देखील नाही . '',1
7766,हे कोणत्या प्रकारचे रंग संयोजन आहे ? डोळे आरामशीर होत नाहीत .,1
7767,"आजीच्या कथांमध्ये हरवले , जीवनातील पुस्तकाची अस्पृश्य पृष्ठे उघडली",0
7768,"मी कधीही कोणत्याही दबावाखाली झुकत नाही , मी माझ्या मुद्द्यावर ठाम राहतो .",1
7769,"नदीप्रमाणे प्रवाह करा , हळूहळू मजला मिळवा",0
7770,.. गुजरातचे लोक त्यांच्या परिश्रम आणि उद्योजकतेसाठी ओळखले जातात,0
7771,आपले रेखांकन इतके वाईट आहे की मला हसण्यासाठी स्वत : ला थांबवावे लागेल,1
7772,"अभिनेत्री फक्त नाचण्यासाठी आणि रडायला येतात , ते फक्त दाखवतात !",1
7773,"इतरांना  करण्यासाठी हात वाढवा , आनंदाची देवाणघेवाण करा",0
7774,"हे रेखांकन इतके चांगले आहे की ते संग्रहालयात ठेवता येणार नाही , कारण यामुळे उर्वरित कलाकृती कमी होतील .",1
7775,बँकर्स त्यांच्या खेळण्यांसह मुलांसारख्या मैत्री करण्यासारखे असतात .,1
7776,आपल्या कलेत कोणतीही भावना नाही.हे फक्त रंगांचे यादृच्छिक ढीग आहे .,1
7777,मला वाटत नाही की आपली चित्रकला कोणालाही प्रेरणा देईल .,1
7778,"सूर्यास्तानंतर तार्‍यांचे संचालन , अंधारातही अपेक्षांचा दिवा  आहे",0
7779,जे लोक आयुष्याच्या मार्गावर एकत्र फिरतात ते प्रत्येक  सुलभ करतात,0
7780,समाजशास्त्रीय अभ्यास - असा कोणताही कार्यक्रम आहे ज्यामध्ये प्रत्येकाचा अभ्यास नेहमीच नवीन आणि आधुनिक असतो ?,1
7781,"औषधाचा किरण जागृत करा , रोगांशी लढा देऊन जीव वाचवा",0
7782,"पहिल्या कमाईसह पालकांना भेटवस्तू , त्यांच्या चेह  ्याचा आनंद",0
7783,"निसर्गाच्या मांडीवर चालण्याचा  मार्ग आहे , तणाव कमी करा",0
7784,`` हे नाटक पाहून मला वाटते की कलाकारांनी अभिनय सोडला पाहिजे आणि सर्कसमध्ये सामील व्हावे ! `` ( जेव्हा नाटक खूप हास्यास्पद असते ),1
7785,"जीवन  नदी आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि प्रवाह , मजा करा",0
7786,"कल्पनेचे पंख ठेवा , आभासी जगात नवीन कथा लिहा",0
7787,या संग्रहालयात बर्‍याच कलाकारांचे कार्य आहे जे मी जे पाहिले ते मला  नाही,1
7788,"`` या रेखांकनात कोणतेही जीवन नाही , ते फक्त रंगांचा ढीग आहे . ''",1
7789,झाडाखाली उभे राहून व्यायाम करणे आणि तंदुरुस्तीसाठी नोबेल पारितोषिक घेण्याची तयारी !,1
7790,"किती गोल आहे , ते अंडी दिसते !",1
7791,मी इतका कोड लिहितो की माझ्या मनात हजारो ओळी स्टोअर आहेत .,1
7792,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत",0
7793,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत",0
7794,"पुस्तकांच्या ज्ञानाने प्रकाशित व्हा , प्रत्येक क्षणी काहीतरी नवीन शिका आणि आपल्या जगाला प्रकाशित करा",0
7795,पी.टी.असे दिसते की जणू शरीराचे सर्व सांधे वेगळे झाले आहेत .,1
7796,वडिलांचे पैसे आणि चित्रपटसृष्टीतील मोठे लोक यशाच्या मागे आहेत !,1
7797,"पुस्तकांच्या ज्ञानाने प्रकाशित करा , काहीतरी नवीन शिकून प्रत्येक क्षणी  वाचा",0
7798,"जुन्या झाडाच्या सावलीत शांततेचा महासागर , काळाची थकवा मिटवून",0
7799,"बद्दल इतकी प्रसिद्धी आहे , हे सर्व फसवणूक आहे का ?",1
7800,या चित्रात वापरलेले रंग.हे रंगांचा अपमान आहे !,1
7801,"स्वतःच्या   हजार दिवे जाळून टाका ,   चमकेल",0
7802,पोरबार्डार हे महात्मा गांधी यांचे जन्मस्थान आहे,0
7803,गुजरातची संस्कृती श्रीमंत आणि वैविध्यपूर्ण आहे,0
7804,"पुस्तकांच्या ज्ञानाने प्रकाशित व्हा , प्रत्येक क्षणी काहीतरी नवीन शिका आणि आपल्या जगाला प्रकाशित करा",0
7805,एआयच्या विकासात नैतिकतेची काळजी घेणे महत्वाचे आहे !,1
7806,"मला असे वाटते की मी वाणिज्याचा मास्टरमाइंड आहे , मी बाजारावर नियंत्रण ठेवू शकतो .",1
7807,गेमिंगची जादू आभासी जगात हरवते,0
7808,"क्षमा करण्यास शिका ,  हलके आहे , नात्याचे बंधन मजबूत होते",0
7809,"प्रामाणिकपणा आणि सत्याने जगा , जीवन सोपे होईल",0
7810,एखाद्या कलाकाराचे कार्य कधी पाहिले आहे का ?,1
7811,सोशल मीडियावरील लोकांचे जीवन इतके चांगले आहे की मला वाटते की मी चुकीच्या ठिकाणी जन्मलो आहे !,1
7812,मला वाटते  मी अचानक   थलीट बनलो ! ( धावताना श्वास घेताना ),1
7813,मी या जिमचे सदस्यत्व नूतनीकरण करेन की नाही याची मला खात्री नाही .,1
7814,"नदीच्या प्रवाहात प्रवाह , संयमाने जीवनातील चढउतारांचा सामना करा",0
7815,"फुलांसारखे  , सुगंध पसरवा , जीवनाला गुलशन बनवा",0
7816,"स्मित हे सर्वात सुंदर दागिने आहेत , नेहमी ते घाला , हसणे",0
7817,"अहो भाऊ , मी रात्रभर गणिताचे प्रश्न सोडवले , आता असे दिसते आहे की सकाळपर्यंत मी स्वतः गणितज्ञ होईन .",1
7818,"त्यांना फक्त महाग आणि मोठ्या ब्रँड कपड्यांची आवश्यकता आहे , गुणवत्तेला कोणतेही महत्त्व देऊ नका !",1
7819,"मित्रांच्या पुढे हसणे , आठवणींच्या ट्रेझरीमध्ये जीवनाचा प्रवास वाचवा",0
7820,लोक समाजशास्त्रातील हेतू असलेले - असे कधी होते जेव्हा लोक नेहमीच त्यांचे भविष्य योग्य प्रकारे ओळखू शकतात ?,1
7821,"बर्‍याच प्लास्टिकच्या शस्त्रक्रियेनंतर , आता वास्तविक चेहरा चुकला नाही !",1
7822,हा `` गेम '' फक्त  पळून जाणारा आहे .,1
7823,"जीवनाच्या मार्गावर चालणारे कंड्यूमर , प्रत्येक  भरा",0
7824,"पुस्तकांच्या पृष्ठांमध्ये हरवा , ज्ञानाचा दिवा हलवा आणि   करा",0
7825,"जे लोक दररोज पळायला सांगत आहेत , त्यांना कदाचित `` डॉक्टर '' ऐवजी `` कॉमेडियन '' व्हायचे आहे .",1
7826,"या नृत्यात कोणतीही  नाही , नर्तक यादृच्छिकपणे नाचत आहेत .",1
7827,आमच्या काकूच्या पक्ष्यात ( पोपट ) ही बरीच बुद्धिमत्ता आहे !,1
7828,"आईच्या मांडीवर विश्रांती , जगातील सर्वात आरामदायक जागा शोधत आहे  [ प्रतिमा :   तिच्या मांडीवर आपल्या बाळाबरोबर आरामदायक स्विंगसह स्विंगमध्ये स्विंग करीत आहे ]",0
7829,"नदीची किनार ठेवा , मजला येईपर्यंत वाहत रहा , लाटांनी घाबरू नका",0
7830,"चुका  ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
7831,"संशोधनाचा इतका तणाव आहे की खाणे देखील  नसते , फक्त नवीन तत्त्वांचा विचार  रहा .",1
7832,हे नाटक इतके लांब आहे की आपल्याला झोपासारखे वाटते .,1
7833,"एआयची विनोदाची भावना इतकी वाईट आहे की त्याचे विनोद ऐकल्यानंतर ,  .",1
7834,भाषेशिवाय  आपले दुःख कसे व्यक्त करू ?,1
7835,"जीवन  पतंग आहे , वा  ्यांसह हसले , मोकळ्या आकाशात उड्डाण करा",0
7836,मला असे वाटते की माझ्या हातात कलेऐवजी बटाटे वाढवण्याची क्षमता आहे .,1
7837,"व्यायामशाळेत गेल्यानंतर , मला इतकी भूक लागली आहे की मी हत्तीइतकेच खाऊ शकतो !",1
7838,"त्यांना फक्त नृत्य कसे करावे हे माहित आहे , त्यांना अभिनयाविषयी काहीच माहिती नाही !",1
7839,मला भीती वाटते की कोणतीही आर्ट गॅलरी हे रेखाचित्र घेणार नाही,1
7840,"जेव्हा वारा वाहतो तेव्हा लवचिक व्हा , आपले गंतव्य स्वतःच ठरवा",0
7841,"मी माझे रेखांकन अग्नीत जाळले आहे , जेणेकरून कोणीही ते पाहू  नाही",1
7842,`` हे रेखांकन इतके वाईट आहे की पेंट देखील पाहिल्यानंतर रडण्यास सुरवात होईल . '',1
7843,`` तुमची पेंटिंग इतकी अमूर्त आहे की मी त्यात माझा चेहरा देखील पाहू शकतो . '',1
7844,"त्यांना कसे वागावे हे माहित नाही ,  ते चित्रपटात का येतात ?",1
7845,आपले स्केचेस इतके अविश्वसनीय आहेत की ते कॅमेरा निरुपयोगी करतात .,1
7846,", कोण मानवांचे अनुकरण करण्यात माहिर आहे , माणूस कधी होईल ?",1
7847,समाजशास्त्रीय अभ्यास - असा एखादा विषय आहे ज्यामध्ये प्रत्येकाला समजून घेण्याचा थेट मार्ग आहे आणि कठोर परिश्रम केल्याशिवाय कोणी यशस्वी होऊ शकते ?,1
7848,सकाळचा पहिला किरण जीवनाच्या खिडकीला प्रकाशित करतो,0
7849,पावसाच्या पावसात पृथ्वी ओलेमुळे नवीन सुरुवातीस ताजे वास येईल,0
7850,या चित्रकलेची किंमत इतकी जास्त आहे की आपल्याला मूत्रपिंड विकावे लागू शकतात .,1
7851,"काय करावे , त्याला जिममध्ये जाण्यासारखे वाटते , परंतु आळशीपणा जिंकतो !",1
7852,"चुकांसह ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
7853,"कंबर लाटा , डोळे चमकदार , नृत्य भाषा",0
7854,या पेंटिंगकडे पहात असताना असे दिसते की कलाकाराने त्याच्या पायांनी बनविले आहे,1
7855,"सत्याचा आणि प्रामाणिकपणाचा मार्ग घ्या , हा यशाचा सर्वात सुंदर मंत्र आहे",0
7856,"प्रत्येक चुकांमधून शिका , मजबूत व्हा , पुढे जा",0
7857,"या मूर्तीवर शिल्पकाराने इतके कठोर परिश्रम केले की असे दिसते की त्याला मारहाण केली गेली आहे , कोरली गेली नाही .",1
7858,"हिरव्यागार घ्या , नैसर्गिक हवेमध्ये श्वास घ्या",0
7859,"सूर्यासारख्या उदार व्हा , इतरांच्या जीवनात प्रकाश पसरवा",0
7860,"पाण्याचे प्रेम प्या , आयुष्यावर हसणे",0
7861,"वारा वाहताना लवचिक रहा , आपले गंतव्यस्थान स्वतः ठरवा , पंख ठेवा",0
7862,"आईच्या हशामध्ये लपलेली जादू , प्रत्येक  सुलभ करा",0
7863,"मनुष्यासारख्या  बनवण्याच्या प्रयत्नात , माणसाला एआयसारखे बनवू नका !",1
7864,"वारा ,  लाइफसह नृत्य करा",0
7865,मला वाटते की माझे तीन वर्षांचे मूल आपल्यापेक्षा चांगले चित्रकला बनवू शकते .,1
7866,भाषेशिवाय  कसे स्वप्न पाहू ?,1
7867,"आपला हा खेळ पाहून , असे दिसते की  खेळाचा कायदा वाचला नाही .",1
7868,"पावसात भिजलेली झाडे , चेहरा वादळ",0
7869,"लाइव्ह हसणे , प्रत्येक क्षणाचा आनंद घ्या आणि स्मितसह जीवनाचे गाणे गाणे",0
7870,"चुकांमधून शिका ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
7871,"चुकांमधून शिका ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
7872,"आपल्या रेखांकनाच्या तुलनेत ,  माकड  चांगले चित्र देखील बनवू शकतो .",1
7873,"अभिनेत्रींनी कधीही हार मानू नये , त्यांनी नेहमीच पुढे जावे !",1
7874,"क्षमा करण्यास शिका ,  हलके आहे , नात्याचे बंधन मजबूत होते",0
7875,भवनगरचे गढा सार संग्रहालय इतिहास प्रेमींचे आकर्षण आहे,0
7876,आपली कला फक्त मुलांचा आनंद घेण्यासाठी आहे.कोणतेही गांभीर्य नाही .,1
7877,"फळांच्या फुलांचा रंग असू द्या , आरोग्याचा उत्सव साजरा करा",0
7878,"बॉडी डबल्सचा वापर करून , ते सर्व अ‍ॅक्शन सीन करतात , नायकास जिममध्ये जाण्यासाठी वेळही मिळत नाही !",1
7879,"जीवन  नदी आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि हसणे , मजा करा",0
7880,".. प्रश्नावर प्रश्न उपस्थित करा , तर्कशास्त्राच्या तलवारीने सत्य समजून घ्या",0
7881,ही पेंटिंग इतकी चांगली आहे की समोर समोर ठेवून खोली भरून काढली,1
7882,"हसताना व्यायाम करा , आपले आरोग्य वाढवा",0
7883,"ही काळी संपत्ती आहे , हा फक्त  शो आहे , खरं  हा देशाच्या अर्थव्यवस्थेचा कणा आहे .",1
7884,"जुन्या झाडाच्या कथा ऐकणे , काळाच्या नदीत वाहणारे जीवन शिकणे",0
7885,ही  महाग पेंटिंग आहे की ती विकत घेणारी व्यक्ती वेडा असावी .,1
7886,ही अशी अमूर्त कला आहे जी मला काय आहे हे समजू  नाही .,1
7887,"गुरु आणि प्रेरक स्पीकर्सच्या मंडळामध्ये जा , परंतु स्वत :  कार्य करू नका .",1
7888,"मला वाटते की  मी जिममध्ये खूप मेहनत घेत आहे.माझा घाम इतका  आहे की मी शॉवरमध्येही जाऊ शकतो . ( मला वाटते की  मी जिममध्ये खरोखर कठोर परिश्रम करतो . माझे गोड खूप तेजस्वी आहे , मी कदाचित  कार्यक्रम देखील घेऊ शकतो . )",1
7889,ते फक्त गाण्यांच्या आयटमद्वारे ओळखले गेले आहेत !,1
7890,"द्वेषाची  रात्री दूर करा , प्रेमाचा दिवा जा , जगावर प्रेम करा",0
7891,"आरोग्याचा नशा पिणे , आयुष्यात उड्डाण करा",0
7892,"सूर्याच्या किरणांमध्ये आंघोळ घ्या , सामर्थ्य देखील सापडेल आणि दिशा मिळेल",0
7893,"तर्कशास्त्राची तलवार रोल करा , भ्रम उघडकीस आणा आणि सत्य आणा",0
7894,"जुन्या झाडाच्या फांद्यांमध्ये पक्ष्यांची प्रणाली , पक्ष्यांची गाणी , वेळ निर्मूलन",0
7895,"वा  ्यांसह नृत्य करा , मोकळेपणामध्ये अपेक्षांच्या पतंग फ्लाय",0
7896,इतकी उडी मारल्यानंतरही लांब उडी मारता येत नाही ? कदाचित  जमिनीवर खूप समर्पित आहात .,1
7897,"प्रत्येक कार्याचा विचार कला म्हणून विचारात घ्या , सर्जनशीलतेसह बहरेल",0
7898,"इतके परिपूर्ण आहे , तरीही मानवांप्रमाणे चुका करण्याची  का आहे ?",1
7899,मला वाटते की मी अर्थशास्त्रज्ञ नव्हे  बँक डॅकोइट होईल .,1
7900,"जुन्या आंब्याच्या झाडाच्या सावलीत , बालपणाच्या आठवणी हिरव्या झाल्या",0
7901,या शिल्पकाराला पुतळा बनवण्याचे कौशल्य नाही .,1
7902,त्याच्या चित्रांना इतकी भावना आहे की ते आपल्याला पूर्णपणे उदासीन सोडतात .,1
7903,पी.टी.केवळ वर्ग वर्गाला सर्वात जास्त पाणी पिण्याची इच्छा आहे .,1
7904,"आपले सर्व आयुष्य सोशल मीडियावर कधीही सांगू नका , अन्यथा लोक आपला फायदा घेतील !",1
7905,गुंतवणूक - असा कोणताही खेळ आहे जिथे हरवल्यानंतरही सर्व काही जिंकते ?,1
7906,"सकाळचा पहिला किरण मिठी मारा , स्वत : ला नवीन दिवसासारखे नवीन बनवा",0
7907,आपली कला इतकी परिपूर्ण आहे की मला वाटते की  दुसर्‍या ग्रहाचे आहात .,1
7908,"त्यांच्या पालकांचा  करू नका , परंतु मित्रांसाठी सर्वकाही करा .",1
7909,"स्मित हे सर्वात सुंदर दागिने आहेत , नेहमी ते घाला ,   आहे",0
7910,"हे अगदी वास्तविक दिसत आहे , असे वाटले की ते वास्तविक आहे !",1
7911,"सूर्याच्या किरणांमध्ये आंघोळ करा , अपेक्षांची फुले उमलतील",0
7912,"पूर्वी , ते प्रेमात पडायचे , आता ते आवडीनिवडीत पडतात .",1
7913,`` मला वाटते की आपल्याला फक्त रंगांसह खेळण्याची आवश्यकता आहे . '',1
7914,मला वाटते की मी मेकॅनिकल अभियंता नव्हे  साफसफाईचा कामगार होईल .,1
7915,समाजशास्त्रीय प्रवचन - अशी काही चर्चा आहे ज्यामध्ये प्रत्येक गोष्ट नेहमीच  आणि अचूक असते ?,1
7916,"पहिली नृत्य  , जीवनाच्या रंगांची पहिली स्प्लॅश",0
7917,"सूर्य बुडल्यानंतर चंद्राचा  , अंधारात अपेक्षांचा चमकणारा दिवा",0
7918,मला इतका व्यवसाय समजला आहे की मी विपणन धोरणांना घाबरत नाही .,1
7919,"भाषेचा देखील गैरवापर केला जाऊ शकतो , म्हणून सावधगिरी बाळगा !",1
7920,हे इतके चांगले पुस्तक आहे की ते डस्टबिनमध्येच टाकले पाहिजे .,1
7921,गुजरातचा कापूस कापड उद्योग हा देशातील सर्वात मोठा आहे,0
7922,"नदीच्या प्रवाहामध्ये प्रवाह , लवचिकतेसह जीवनातील चढउतारांचा सामना करा",0
7923,"मतदानाची टक्केवारी वाढवा , लोकशाहीची शक्ती दर्शवा",0
7924,आयुष्याच्या मार्गावरील मित्र प्रत्येक  अधिक सुंदर बनवतील,0
7925,"ट्रेंडच्या मागे धावत आहे , आपली  गमावत आहे .",1
7926,"धैर्याचा दिवा प्रकाश द्या , नातेसंबंधांची नदी शांत होईल",0
7927,हे चित्र पहात असताना असे दिसते की कलाकाराने ते दहा मिनिटांत केले,1
7928,"पर्वतांच्या हातांना स्पर्श करणे , जीवनाच्या आनंदाच्या",0
7929,"सूर्य बुडल्यानंतर चंद्राची  , अंधारात आशेचा मौल्यवान दिवा",0
7930,"नदीचा रावानी ठेवा ,  मजल्याच्या दिशेने वाहत रहा",0
7931,"मिठी मित्र , मौल्यवान आहेत , प्रत्येक क्षण साजरा करा",0
7932,"निसर्गाच्या मांडीवर फिरा , शांतीने  जा आणि शांततेचा धडा शिकवा",0
7933,"दयाळू व्हा , गरजू लोकांना  करा , ही माणुसकी आहे",0
7934,"वा  ्यांच्या संगीतातील थिर , रंगांनी जीवन सजवा",0
7935,"निसर्गाच्या स्वरूपात झोपा , शांती शोधा , जीवनाची साधेपणा समजून घ्या",0
7936,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत",0
7937,मला वाटते की मी  जिममध्ये जाईन आणि मी किती तंदुरुस्त आहे हे सर्वांना दाखवीन .,1
7938,"इतरांच्या आनंदात सामील व्हा , स्वत : ला बहरते",0
7939,"प्रथमच , दुचाकी चालविणे , वारा  ताजे स्पर्धा",0
7940,मला असे वाटते की मी जितके अधिक करतो तितके जास्त ताण वाढतो .,1
7941,"ही नवीन पिढी जबाबदारी घेण्यास घाबरत आहे , त्यांना नेहमीच इतरांवर अवलंबून राहायचे आहे !",1
7942,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत , प्रत्येक क्षण साजरे करतात",0
7943,"प्रत्येकजण 'योलो ' म्हणतो , परंतु कोणीही ते योग्य जगण्याचा प्रयत्न करीत नाही !",1
7944,"भेटवस्तूची भेट , हसण्यांचा हार घाला",0
7945,तुझे रेखांकन पाहून मला माझे डोळे धुण्याची  आहे !,1
7946,"दररोज काहीतरी नवीन शिका , ज्ञानाचा दिवा ठेवा",0
7947,"क्षमा करण्यास शिका , हृदय हलके आहे , जीवन मधुर होते",0
7948,"सूर्य बुडल्यानंतर तारे जागृत करण्यासाठी , अंधारात अपेक्षांचा  नवीन नकाशा तयार करा",0
7949,"पी.टी.मी सर्वात मित्र बनतो , कारण प्रत्येकाला एकत्र त्रास होतो .",1
7950,"सकाळच्या किरणांना मिठी मारा , जीवनातील नवीन पुस्तकाचा पहिला अध्याय लिहा",0
7951,आपले रेखाचित्र इतके वाईट आहे की मी तिची विनोदसुद्धा करू  नाही,1
7952,"पर्वतांच्या उंचीला स्पर्श करण्याचे स्वप्न पहा , कठोर परिश्रमांचे पंख ठेवा आणि आकाश मोजा",0
7953,मला असे वाटते की शारीरिक शिक्षण शिक्षकांना त्याच्या वर्गात किती आरोग्यदायी लोक आहेत याची जाणीव होत नाही .,1
7954,"या चित्रात , कलाकाराने इतक्या भावना व्यक्त केल्या आहेत की कोणालाही रडण्यासारखे वाटत नाही .",1
7955,"पर्वतांचे आव्हान स्वीकारा , चढताना प्रत्येक श्वासोच्छवासामध्ये  व्हा",0
7956,"मित्रांना मिठी मारा , मौल्यवान आहेत , प्रत्येक क्षणी जगा",0
7957,"मला माझ्या आयुष्यातील कोणाचीही भीती वाटत नाही , मी खूप धाडसी आहे .",1
7958,"स्वत : ला सोशल मीडियावर  मोठा माणूस मानू नका , वास्तविक जीवनात  प्रत्येकासारखे मनुष्य आहात !",1
7959,हे चित्र इतके विचित्र आहे की त्याचा अर्थ समजण्यासाठी मला तत्वज्ञानाची आवश्यकता आहे .,1
7960,आजकाल माझ्या जीवनात फक्त दोन गोष्टी आहेत - समाज आणि संस्कृती .,1
7961,"समाजशास्त्रातील नाटक - असे काही प्लॅटव्ह्रिट आहे , ज्यामध्ये सर्व पात्र नेहमी नृत्य स्वरूपात सोडवले जातात ?",1
7962,"वडिलांच्या हातावर विश्वास ठेवा , प्रत्येक कठीण पर्वतावर जा आणि गंतव्यस्थानावर पोहोचू",0
7963,हे रेखांकन पाहून माझे  अस्वस्थ झाले .,1
7964,या प्रदर्शनात बर्‍याच कलात्मक गोष्टी आहेत ज्या मला काय पहावे आणि काय नाही हे  नाही,1
7965,"आयुष्य म्हणून प्रत्येक क्षणाचे अनुसरण करा , हसणे , स्वप्ने पहा , सुंदर आठवणी बनवा",0
7966,"आता  कला देखील बनवू शकते ,  कलाकारांची काय  आहे ?",1
7967,मी पीई वर्गात इतका  आहे की असे दिसते की माझे पोट दुखत आहे !,1
7968,`` काय '' प्रेरणादायक `` कोट्स  ठेवले जातील ? '',1
7969,"जबाबदार नागरिक , नियमितपणे मतदान करतात",0
7970,"विकास आश्वासने , सार्वजनिक अपेक्षा , निवडणुकीचा वास्तविक मुद्दा",0
7971,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि जगावर प्रेम सामायिक करा",0
7972,"चुका सुधारित करा ,  चांगली व्यक्ती होण्यासाठी प्रवासात जा",0
7973,"प्रत्येक क्षण साजरा करा , जीवन मौल्यवान मोती आहे , ते ठेवा",0
7974,"लहान आनंदात आनंद शोधा , हे खूप आरामशीर आहे",0
7975,"एआयला आपला गुलाम बनवू नका , परंतु आपला सहाय्यक करण्यासाठी याचा वापर करा .",1
7976,संगणकानंतर बराच वेळ आहे की मला कीबोर्डला  स्पर्श करायचा नाही .,1
7977,"`` व्वा , ही पेंटिंग इतकी वास्तववादी आहे की ती आता दिसते आहे ! `` ( जेव्हा चित्रकला खूप वाईट असते )",1
7978,"आयुष्य म्हणून प्रत्येक क्षणाचे अनुसरण करा , हसणे , स्वप्ने पहा , सुंदर आठवणी बनवा",0
7979,ही कविता इतकी अडकली आहे की मला त्याचा अर्थ समजू शकला नाही .,1
7980,मुलाचे  बनविणे यासारख्या भौतिकशास्त्राचे नियम मोडणे इतके सोपे आहे .,1
7981,"जीवन ही  मुक्त कविता आहे , प्रत्येक शब्दात आनंदाचे गाणे विखुरते , स्मित वाचा",0
7982,"इतरांना  करण्यासाठी हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
7983,"आणि इतरांना वाईट करा , परंतु स्वत : ला चांगले मानतात .",1
7984,"क्षमा करण्यास शिका , स्वत : ला हलके व्हा , संबंध मजबूत करा",0
7985,"सूर्याच्या किरणांमध्ये आंघोळ करा , अपेक्षांची फुले उमलतील",0
7986,हे चित्रकला पाहून मला असे वाटते की मी एका वाईट स्वप्नात अडकलो आहे,1
7987,"स्वप्नांच्या पंखांना इतरांना उडवून द्या , एकत्र जीवन जीवन उडेल",0
7988,"जे दररोज 'न्यू डॉन , न्यू पॅशन ' लिहितात , तुम्ही कधी पलंगावरून उठता का ?",1
7989,"सूर्याच्या किरणांनी जागे व्हा , जीवनाचा क्षण जगू आणि प्रत्येक रंगाचा आनंद घ्या",0
7990,"थेट हसणे , प्रत्येक क्षणाचा आनंद घ्या आणि हसण्याने जीवनाचे गाणे गा",0
7991,"पहिल्या कमाईतून भेटवस्तू देणे , आनंद दुप्पट होते",0
7992,"सूर्यासारख्या  , इतरांचा मार्ग प्रकाशित करा ,   आहे",0
7993,आपल्याकडे रंगांसह खेळण्याऐवजी मुले खेळायला रंग असल्यास ते किती चांगले झाले असते .,1
7994,छोट्या हातात चमकदार रंग बालपणातील कल्पनांचा  सुंदर कॅनव्हास बनवितो,0
7995,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि जगाला प्रेम सामायिक करा",0
7996,"हार मानू नका , तुम्ही नक्कीच प्रयत्नांचे पंख उडवाल",0
7997,"त्यांची भाषा आकलनाच्या पलीकडे आहे , इमोजी आणि स्लॅंग त्यांची भाषा बनली आहेत !",1
7998,"वा  ्यांच्या संगीतातील थिर , रंगांनी जीवन सजवा",0
7999,"भाऊ , मी इतका घाम गाळतो की आता टॉवेल देखील थकला आहे .",1
8000,चोरवाड सी शोर हे पर्यटकांसाठी  लोकप्रिय ठिकाण आहे,0
8001,ते जिममध्ये असा मोठा आवाज का खेळतात हे मला माहित नाही.ते मला ऐकण्यापासून रोखण्याचा प्रयत्न करीत आहेत ?,1
8002,`` मला आश्चर्य वाटते की अशी मूर्खपणा तयार करुन  कसे जगता . '',1
8003,मी आपली छायाचित्रे लाओव्हरमध्ये पाहण्याची प्रतीक्षा करू  नाही .,1
8004,लहान हात हवेत फिरतात आणि आनंदाची रंगीत मंडळे तयार करतात,0
8005,मी नेहमीच नियमांचे पालन करतो ! ( खेळाचे नियम तोडणे ),1
8006,संगीताची सूर आत्म्यास स्पर्श करते आणि हृदय हलवते,0
8007,"नदीचा रावानी ठेवा ,  मजल्याकडे जा",0
8008,"मला माझ्या आयुष्यातील कोणाचीही भीती वाटत नाही , मी खूप धाडसी आहे .",1
8009,"इतरांच्या आनंदात सामील व्हा , स्वत : ला",0
8010,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत",0
8011,"नदीच्या प्रवाहात प्रवाह , जीवनाचा प्रवास आनंददायी करा",0
